OBJNAME,OBJID,RA,DEC,Z,OBJTYPE,WISESize_flag,SNR_NUV_flag,SNR_W3_flag,SNR_flag,Mstar_all_flag,SFR_flag,sSFR_flag,Mstar_size_flag,tempel2014_flag,tempel2017_flag,tempel2017_groupIDs,tempel2017_Ngal,group_R200,group_M200,tempel2017_group_flag,tempel2017_cluster_flag,tempel2014_nearfilament_flag,tempel2014_farfilament_flag,KT2017_flag,KT2017_pg_flag,KT2017_rg_flag,tempel_field_flag,2D_5NN,2D_Sigma_Mstar,2D_3NN,Mstar,log_Sigma_M0,log_Sigma_M1,log_Sigma_M2,log_Sigma_M3,log_Sigma_M4,log_Sigma_M5,log_Sigma_M6,log_Sigma_M7,log_Sigma_M8,log_Sigma_M9,log_Sigma_M10,log_Sigma_M11,log_Sigma_M12,log_Sigma_M13,log_Sigma_M14,log_Sigma_M15,log_Sigma_M16,log_Sigma_M17,Sigma_ngal_0,Sigma_ngal_1,Sigma_ngal_2,Sigma_ngal_3,Sigma_ngal_4,Sigma_ngal_5,Sigma_ngal_6,Sigma_ngal_7,Sigma_ngal_8,Sigma_ngal_9,Sigma_ngal_10,Sigma_ngal_11,Sigma_ngal_12,Sigma_ngal_13,Sigma_ngal_14,Sigma_ngal_15,Sigma_ngal_16,Sigma_ngal_17,log_Sigma_ngal_0,log_Sigma_ngal_1,log_Sigma_ngal_2,log_Sigma_ngal_3,log_Sigma_ngal_4,log_Sigma_ngal_5,log_Sigma_ngal_6,log_Sigma_ngal_7,log_Sigma_ngal_8,log_Sigma_ngal_9,log_Sigma_ngal_10,log_Sigma_ngal_11,log_Sigma_ngal_12,log_Sigma_ngal_13,log_Sigma_ngal_14,log_Sigma_ngal_15,log_Sigma_ngal_16,log_Sigma_ngal_17,ratio_ngal_1,ratio_SigmaM_1,ratio_SigmaM_2,ratio_SigmaM_3,ratio_SigmaM_4,ratio_ngal_2,ratio_SigmaM_5,Sigma_2,Sigma_3,Sigma_5,Sigma_10,Sigma_20,ratio_Sigmak_1
b'CGCG 074-037',b'OBJID01909',210.13224999999997,12.3045,0.02307024,b'G',True,False,False,False,True,False,True,True,True,True,79779,3,0.410066,7538790000000.0,True,False,False,False,False,False,False,False,4.843439956878459,78102800346.51299,3.4871383808993794,10.344058987755126,10.459883702510812,10.459883702510812,10.288242665563516,10.288242665563516,10.288242665563516,10.351467102806748,10.448969106388954,10.288242665563516,10.529893969833806,9.920263722234115,9.90909661194584,11.051029097716917,11.051029097716917,10.547603979273976,10.261279130057202,10.305361747097471,11.846909115060992,10.310804212907453,23.0,26.0,13.0,11.0,11.0,8.0,2.0,11.0,36.0,13.0,9.0,1.0,1.0,43.0,8.0,53.0,1.0,58.0,1.3617278360175928,1.414973347970818,1.1139433523068367,1.0413926851582251,1.0413926851582251,0.9030899869919435,0.3010299956639812,1.0413926851582251,1.5563025007672873,1.1139433523068367,0.9542425094393249,0.0,0.0,1.6334684555795864,0.9030899869919435,1.724275869600789,0.0,1.7634279935629373,-0.5149098156090621,0.026963535506313363,-0.2416513042702899,-0.6020599913279625,-0.16072644082543874,0.7403626894942439,0.14360735929148305,0.3664467604107045,0.542469181923881,0.6851539202475115,0.6205195640989389,0.5051520939761167,0.2540728036882344
b'UGC 08922',b'OBJID06403',210.03841666666665,38.67322222222222,0.018652156,b'G',True,True,True,True,True,False,True,True,True,True,17520,18,0.57386,20564300000000.0,True,False,True,False,False,False,False,False,11.745064658503152,286633057573.87885,14.59753236973415,10.398622293099836,10.803869987071819,10.809640948184752,11.086252695878088,11.086252695878088,11.086252695878088,11.103644951013841,11.27147354918329,11.086252695878088,10.574325596551487,10.547060964217891,10.775254515571465,11.615688768505507,11.615688768505507,10.687829140149768,11.052449034435405,10.38100753231287,11.901472420405701,10.384835988248737,26.0,27.0,19.0,19.0,19.0,12.0,10.0,19.0,28.0,27.0,25.0,4.0,4.0,35.0,18.0,39.0,1.0,40.0,1.414973347970818,1.4313637641589874,1.2787536009528289,1.2787536009528289,1.2787536009528289,1.0791812460476249,1.0,1.2787536009528289,1.4471580313422192,1.4313637641589874,1.3979400086720377,0.6020599913279624,0.6020599913279624,1.5440680443502757,1.255272505103306,1.591064607026499,0.0,1.6020599913279623,-0.16840443038939035,0.03380366144268265,0.5119270993266003,-0.34421521932221744,-0.18522085330520177,0.27875360095282886,0.8904660168704197,1.0841535888070395,1.164279446963663,1.0698554119824055,0.9795229016323382,0.7224108892453599,-0.10463068717470125
b'UGC 08923',b'OBJID00041',210.065375,38.50302777777778,0.018769793,b'G',True,False,True,True,True,False,True,True,True,True,17520,18,0.57386,20564300000000.0,True,False,True,False,False,False,False,False,9.021923356446907,272340664414.62698,18.40860911501171,10.5713998088415,10.803869987071819,10.809640948184752,11.010419660270948,11.010419660270948,11.010419660270948,10.99685362995847,11.23060931146316,11.010419660270948,10.595869590466801,10.566605686147996,10.775254515571465,11.593474984747534,11.593474984747534,10.678954378915055,10.969856840397359,10.382826545394426,12.074249936147366,10.40486104159993,26.0,27.0,16.0,16.0,16.0,12.0,9.0,16.0,30.0,27.0,25.0,4.0,4.0,37.0,15.0,41.0,1.0,43.0,1.414973347970818,1.4313637641589874,1.2041199826559248,1.2041199826559248,1.2041199826559248,1.0791812460476249,0.9542425094393249,1.2041199826559248,1.4771212547196624,1.4313637641589874,1.3979400086720377,0.6020599913279624,0.6020599913279624,1.568201724066995,1.1760912590556813,1.6127838567197355,0.0,1.6334684555795864,-0.2730012720637376,0.04056281987358901,0.41455006980414666,-0.36286567328437336,-0.22018965119221257,0.24987747321659992,0.8477827660687343,1.225617510996973,1.265020976092564,0.9552991333343399,0.9226059654204773,0.6948350479731051,-0.30301154557649557
b'UGC 08924',b'OBJID04912',210.1907083333333,2.0220277777777778,0.011998,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.6659265359353854,22111662584.054737,0.622228059278141,9.796013780701967,9.09301249033574,9.806525304190679,10.133989953744251,9.298863908007833,9.298863908007833,9.548741381224433,9.900923899335796,9.298863908007833,9.613834504045121,8.69680391667987,8.94668138989647,10.502983890663758,10.502983890663758,10.173882428390504,9.298863908007833,9.460274898852346,11.298863908007833,9.921989674634117,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,14.0,3.0,3.0,1.0,1.0,18.0,1.0,25.0,1.0,33.0,0.6989700043360189,0.7781512503836436,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,1.146128035678238,0.47712125471966244,0.47712125471966244,0.0,0.0,1.255272505103306,0.0,1.3979400086720377,0.0,1.5185139398778875,-1.146128035678238,0.0,-0.3149705960372877,-0.6020599913279625,-0.6020599913279625,0.0,0.44064900048345024,-0.37985187462702763,-0.20605040834320096,-0.17657367893431558,0.01749555183281045,0.0629687750474484,0.39734742645983806
b'NGC 5406',b'OBJID09021',210.0838333333333,38.915416666666665,0.017969098,b'G',True,True,True,True,True,False,True,True,True,True,17520,18,0.57386,20564300000000.0,True,False,True,False,False,False,False,False,7.897752580700795,46607758723.41014,8.764204244713282,10.119850601190077,10.779057442984804,10.779057442984804,11.086252695878088,11.052449034435405,11.052449034435405,11.235072570664485,11.295992815469045,11.086252695878088,10.600452138441682,10.348134839962746,10.504570018067003,10.826820711151868,10.826820711151868,10.710628317003922,10.767837133447255,10.435634047722038,11.622700728495943,10.437697303172275,23.0,23.0,19.0,18.0,18.0,16.0,8.0,19.0,28.0,18.0,15.0,1.0,1.0,37.0,11.0,42.0,1.0,43.0,1.3617278360175928,1.3617278360175928,1.2787536009528289,1.255272505103306,1.255272505103306,1.2041199826559248,0.9030899869919435,1.2787536009528289,1.4471580313422192,1.255272505103306,1.1760912590556813,0.0,0.0,1.568201724066995,1.0413926851582251,1.6232492903979006,0.0,1.6334684555795864,-0.16840443038939035,0.31841556243083247,0.4858005574364057,0.4691721043171775,-0.20974011959095762,0.3756636139608853,0.860358767747007,0.8177861507753161,0.9427124899884337,0.897503524118242,0.9681438840130545,0.6703719453092566,0.15035773323773838
b'KUG 1358+151',b'OBJID12269',210.17683333333332,14.930694444444445,0.024888992,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.9079887039624561,101833046118.64166,0.6467593103454888,10.459281117089605,9.963855119117783,9.963855119117783,10.095959110043887,9.96213124439547,9.96213124439547,10.345836583260487,10.564191235723433,10.095959110043887,9.937127759906728,9.876219439773031,9.85664625023218,11.166251227051395,11.166251227051395,10.142872709261184,9.96213124439547,9.717726783983997,11.96213124439547,9.717726783983997,7.0,7.0,3.0,1.0,1.0,3.0,2.0,3.0,9.0,5.0,4.0,1.0,1.0,12.0,1.0,19.0,1.0,22.0,0.8450980400142568,0.8450980400142568,0.47712125471966244,0.0,0.0,0.47712125471966244,0.3010299956639812,0.47712125471966244,0.9542425094393249,0.6989700043360189,0.6020599913279624,0.0,0.0,1.0791812460476249,0.0,1.2787536009528289,0.0,1.3424226808222062,-0.47712125471966244,0.1338278656484171,0.15883135013715943,-0.6020599913279625,-0.4682321256795454,0.17609125905568124,0.8464644517394362,0.09033256194669254,-0.18925731073269164,-0.04191955438341759,-0.15442079406013348,-0.20015245683819932,-0.24475335600682602
b'IC 4357',b'OBJID10154',210.18204166666663,31.894166666666667,0.014635462,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,2.714214088670608,12965266036.47209,2.1019729639000784,9.564173814691697,10.056243925180103,10.056243925180103,10.350854635468535,10.350854635468535,10.350854635468535,10.600732108685136,9.669083933325526,10.350854635468535,9.854196382505465,9.806366451963504,10.056243925180103,10.271143924653488,10.271143924653488,9.854196382505465,10.350854635468535,10.022232786498819,11.067023941997563,10.022232786498819,9.0,11.0,6.0,6.0,6.0,5.0,1.0,6.0,10.0,9.0,9.0,1.0,1.0,13.0,6.0,21.0,1.0,25.0,0.9542425094393249,1.0413926851582251,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.6989700043360189,0.0,0.7781512503836436,1.0,0.9542425094393249,0.9542425094393249,0.0,0.0,1.1139433523068367,0.7781512503836436,1.3222192947339193,0.0,1.3979400086720377,-0.22184874961635637,0.0,0.4966582529630692,-0.6020599913279625,0.6817707021430088,0.7781512503836436,-0.3531488531732929,0.19030621389553298,0.32262712572432634,0.4336441004575794,-0.33737314006709546,-0.15225781704121616,-0.5276793539626284
b'NGC 5405',b'OBJID08609',210.28945833333333,7.702277777777778,0.023014884,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,1.054132587662779,77894644605.889,1.109181325891911,10.342899982321287,10.457979211480104,10.457979211480104,10.399744313985874,10.399744313985874,10.399744313985874,10.632807247039615,10.984989765150976,10.399744313985874,10.44620327753696,10.132642904714428,10.24649050163517,11.049870092283077,11.049870092283077,10.459681169332722,10.399744313985874,10.586108064504668,11.845750109627152,10.628321530849828,17.0,18.0,5.0,4.0,4.0,2.0,2.0,4.0,27.0,14.0,8.0,1.0,1.0,33.0,4.0,66.0,1.0,86.0,1.2304489213782739,1.255272505103306,0.6989700043360189,0.6020599913279624,0.6020599913279624,0.3010299956639812,0.3010299956639812,0.6020599913279624,1.4313637641589874,1.146128035678238,0.9030899869919435,0.0,0.0,1.5185139398778875,0.6020599913279624,1.8195439355418688,0.0,1.9344984512435677,-0.829303772831025,0.0,-0.046458963551085475,-0.06488032713210146,-0.5852454511651022,0.3010299956639812,0.39888170064630835,-0.08101216931501082,0.04500254921238067,0.022895239404853066,0.21489098474897184,0.29920040304611956,0.29590315406398265
b'CGCG 074-038',b'OBJID01174',210.28720833333333,8.583694444444445,0.016083969,b'G',True,True,False,False,True,True,True,True,True,True,82963,4,0.699918,37182600000000.0,True,False,True,False,False,False,False,False,6.429558350133408,81813457432.44931,5.944373324126647,10.300684405008845,10.68886444446631,11.097537496599365,11.304642233974874,10.78211801999653,10.78211801999653,11.138245283971113,10.826021071018326,10.937625142855863,10.496728420889992,10.232649493546282,10.461424935311163,11.071187238406539,11.071187238406539,10.991967032925736,10.762415692987117,10.397544043852713,11.80353453231471,10.651381380270838,38.0,61.0,44.0,12.0,13.0,17.0,7.0,26.0,44.0,13.0,12.0,3.0,3.0,86.0,9.0,65.0,1.0,95.0,1.5797835966168101,1.7853298350107671,1.6434526764861874,1.0791812460476249,1.1139433523068367,1.2304489213782739,0.8450980400142568,1.414973347970818,1.6434526764861874,1.1139433523068367,1.0791812460476249,0.47712125471966244,0.47712125471966244,1.9344984512435677,0.9542425094393249,1.8129133566428555,0.0,1.9777236052888478,-0.22847932851536945,0.17520944986874554,0.4408967219658706,-0.24516616738821284,0.11160407183753662,0.5698753079565612,0.42847702716561287,1.233526877106244,0.7741060765797152,0.808181142024148,0.9524628052328082,0.8946080998509935,-0.28106407187343574
b'NGC 5407',b'OBJID01675',210.20874999999998,39.15622222222222,0.01800044,b'G',True,False,True,True,True,False,False,True,True,True,17521,7,0.564207,19546900000000.0,True,False,True,False,False,False,False,False,6.133191265429964,172971500729.24536,4.409775678001528,10.689366935576636,10.800556919863263,10.800556919863263,11.086252695878088,11.052449034435405,11.086252695878088,11.204695210459347,11.217000995788101,11.086252695878088,10.600452138441682,10.348134839962746,10.504570018067003,11.396337045538427,11.396337045538427,10.613203736994473,10.767837133447255,10.435634047722038,12.192217062882502,10.437697303172275,23.0,23.0,19.0,18.0,19.0,14.0,6.0,19.0,28.0,18.0,14.0,1.0,1.0,31.0,11.0,43.0,1.0,44.0,1.3617278360175928,1.3617278360175928,1.2787536009528289,1.255272505103306,1.2787536009528289,1.146128035678238,0.7781512503836436,1.2787536009528289,1.4471580313422192,1.255272505103306,1.146128035678238,0.0,0.0,1.4913616938342726,1.0413926851582251,1.6334684555795864,0.0,1.6434526764861874,-0.16840443038939035,0.31841556243083247,0.4858005574364057,-0.1793360497503258,-0.1307482999100138,0.5006023505691852,0.7813669480660632,0.7524143454002364,0.6444164977934731,0.7876865085038287,0.8675184021555638,0.48256935811366425,0.11510405675532731
b'CGCG 074-039',b'OBJID05537',210.32541666666665,10.118805555555555,0.022876,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,2.662920651253146,96030269411.45312,4.137587856185394,10.433800529405493,11.064382837016975,11.102030125781678,10.73090412553743,10.684033861410962,10.684033861410962,10.74526332966613,10.9815580463273,10.684033861410962,10.88924484500066,10.567508149908289,10.783052695225727,11.140770639367284,11.140770639367284,10.941775458514643,10.684033861410962,10.66828506832264,11.93665065671136,10.712306334107984,31.0,42.0,17.0,10.0,10.0,5.0,4.0,12.0,49.0,24.0,17.0,1.0,1.0,75.0,8.0,80.0,1.0,104.0,1.4913616938342726,1.6232492903979006,1.2304489213782739,1.0,1.0,0.6989700043360189,0.6020599913279624,1.0791812460476249,1.6901960800285136,1.380211241711606,1.2304489213782739,0.0,0.0,1.8750612633917,0.9030899869919435,1.9030899869919435,0.0,2.0170333392987803,-0.6110148339808887,0.0,-0.2052109835896978,-0.15921259303998347,-0.29752418491633925,0.4771212547196625,0.3132729780046617,0.5157170745974811,0.6167472285484699,0.4253582256817787,0.5205159881194752,0.5595089119846011,0.00479891352199413
b'KUG 1358+136',b'OBJID11039',210.31879166666664,13.413444444444444,0.018610727,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.5309872076894528,25474004427.799854,0.4999196081872754,9.857489602095075,9.958452441674762,10.267065890785203,9.360339729400941,9.360339729400941,9.360339729400941,9.610217202617541,9.962399720728904,9.360339729400941,9.82460856474118,9.287427397857238,9.008157211289578,10.564459712056866,10.564459712056866,10.590314622970885,9.360339729400941,10.228355395517715,11.360339729400941,10.538790258789438,5.0,17.0,3.0,2.0,2.0,1.0,1.0,2.0,9.0,6.0,3.0,1.0,1.0,51.0,2.0,46.0,1.0,91.0,0.6989700043360189,1.2304489213782739,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.0,0.0,0.3010299956639812,0.9542425094393249,0.7781512503836436,0.47712125471966244,0.0,0.0,1.7075701760979363,0.3010299956639812,1.662757831681574,0.0,1.9590413923210936,-0.6532125137753437,0.0,-0.46426883534023844,-0.6020599913279625,-0.6020599913279625,0.3010299956639812,-0.26595567478881144,-0.3904398216931937,-0.30109982871945057,-0.2749159416243742,-0.15786244397671773,0.07500469240467127,0.23257737771647596
b'NGC 5425',b'OBJID06880',210.198625,48.443861111111104,0.0069307373,b'G',True,True,True,True,True,False,True,True,False,True,87325,2,0.0562226,19128000000.0,True,False,False,False,True,False,True,False,3.253732233581478,19909929558.840866,4.574396695287963,9.750462105633453,10.220108957672736,10.220108957672736,10.252526581959494,10.252526581959494,10.252526581959494,10.461668462678759,10.199642266013155,10.252526581959494,10.092153957256615,10.042530315784783,10.220108957672736,10.457432215595244,10.457432215595244,10.151522687775916,10.252526581959494,10.316041852551566,11.25331223293932,10.320384762445428,28.0,31.0,16.0,13.0,13.0,8.0,5.0,13.0,44.0,35.0,24.0,2.0,2.0,53.0,12.0,126.0,2.0,134.0,1.4471580313422192,1.4913616938342726,1.2041199826559248,1.1139433523068367,1.1139433523068367,0.9030899869919435,0.6989700043360189,1.1139433523068367,1.6434526764861874,1.5440680443502757,1.380211241711606,0.3010299956639812,0.3010299956639812,1.724275869600789,1.0791812460476249,2.100370545117563,0.3010299956639812,2.1271047983648077,-0.5295093241793507,0.0,0.1603726247028785,-0.25778994958208834,0.052884315946338134,0.41497334797081786,-0.1163995865384102,0.6139493108260409,0.6603338242637562,0.5123818097370101,0.7045467645684071,0.6402157719660541,0.09059745374236627
b'NGC 5422',b'OBJID13744',210.17516666666663,55.16447222222222,0.006131,b'G',True,False,True,True,True,False,False,True,False,True,67905,32,0.569996,19912500000000.0,True,False,False,False,True,False,True,False,18.116585801028354,77248166988.21446,13.138303266542446,10.339280565034882,10.483686591585334,10.515367218442567,10.80845273102918,10.674402205664899,10.80845273102918,10.9242796788815,11.267156263949138,10.80845273102918,10.446000057966357,10.359828803384879,10.332887011255368,11.046250674996672,11.046250674996672,10.555083515416207,10.64574272825792,10.531514519256044,11.842130692340747,10.594386777936576,38.0,44.0,27.0,26.0,27.0,20.0,16.0,27.0,69.0,53.0,33.0,3.0,3.0,92.0,22.0,131.0,1.0,158.0,1.5797835966168101,1.6434526764861874,1.4313637641589874,1.414973347970818,1.4313637641589874,1.3010299956639813,1.2041199826559248,1.4313637641589874,1.8388490907372552,1.724275869600789,1.5185139398778875,0.47712125471966244,0.47712125471966244,1.9637878273455553,1.3424226808222062,2.1172712956557644,0.0,2.1986570869544226,-0.40748532657826786,0.16271000277125935,0.3624526730628226,0.2209055889524656,-0.4587035329199587,0.22724378150306257,0.7356417446930941,1.334119061589235,1.1185392823046003,1.2580763551794378,1.2795777404851953,1.0094062387182214,-0.05454132110403975
b'CGCG 191-031',b'OBJID15450',210.311375,37.88297222222222,0.024754742,b'G',True,False,False,False,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.20250187020137925,125907868330.44652,0.13903889514991716,10.551445253351076,9.702112862545581,9.958834848267829,10.054295380656942,10.054295380656942,10.054295380656942,10.304172853873544,10.656355371984905,10.054295380656942,9.520082136438832,9.452235389328981,9.702112862545581,11.258415363312867,11.258415363312867,10.36672629474173,10.054295380656942,10.093415259293202,12.054295380656942,10.187788039588796,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,15.0,1.0,8.0,1.0,12.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.0,0.0,0.0,0.0,1.1760912590556813,0.0,0.9030899869919435,0.0,1.0791812460476249,-0.3010299956639812,0.0,0.53421324421811,-0.6020599913279625,-0.6020599913279625,0.0,0.5629401126917024,-1.0282168968423206,-0.8568636919325258,-0.6935709615140612,-0.5955033147796012,-0.8452701716940724,0.4327135820627195
b'CGCG 074-043',b'OBJID16138',210.43383333333333,9.868388888888889,0.022011349,b'G',True,True,False,False,True,True,True,True,True,True,20282,56,1.25963,217740000000000.0,False,True,False,False,False,False,False,False,8.853682454202366,251620621770.18445,8.778659970228107,10.682348987624918,11.164789203842435,11.166537483602088,11.401026872025563,11.200764559515571,11.200764559515571,11.18567444319426,11.202533886947267,11.401026872025563,10.993962708061964,10.350338853780688,10.600216326997288,11.55910872328022,11.55910872328022,11.026575551227896,10.85240928828956,10.759522646532087,12.185199114930786,10.781401206907368,55.0,58.0,34.0,19.0,20.0,18.0,10.0,34.0,73.0,15.0,12.0,3.0,3.0,90.0,10.0,104.0,1.0,122.0,1.7403626894942439,1.7634279935629373,1.5314789170422551,1.2787536009528289,1.3010299956639813,1.255272505103306,1.0,1.5314789170422551,1.863322860120456,1.1760912590556813,1.0791812460476249,0.47712125471966244,0.47712125471966244,1.954242509439325,1.0,2.0170333392987803,0.0,2.0863598306747484,-0.33184394307820075,0.5486175837360019,0.40706416396359835,-0.3565748363329533,0.19849298507829616,0.5314789170422551,0.4430112404151796,1.0532164159812334,0.9434282275290128,0.9471239415347714,1.0806837720375306,0.9217552118850494,0.027467356056297243
b'MRK 0465',b'OBJID13772',210.35008333333332,36.80008333333333,0.008982881,b'G',True,True,True,True,True,False,True,True,True,True,81154,5,0.83135,62089600000000.0,True,False,False,False,True,False,False,False,5.4684593542426265,90549865422.67763,5.506540737048386,9.679401463856735,10.86561533182405,11.080559718587299,11.041507133046114,10.703837109854714,10.703837109854714,10.953169106334121,10.795284524726545,10.998006793712333,10.85339693439686,10.217156071235989,10.28881018098238,10.386371573818526,11.115250301287217,10.997293585983778,10.640992699093744,10.773253632630004,11.1822515911626,10.888464972271715,30.0,39.0,19.0,7.0,7.0,8.0,4.0,15.0,46.0,16.0,9.0,1.0,2.0,68.0,6.0,108.0,1.0,139.0,1.4771212547196624,1.591064607026499,1.2787536009528289,0.8450980400142568,0.8450980400142568,0.9030899869919435,0.6020599913279624,1.1760912590556813,1.662757831681574,1.2041199826559248,0.9542425094393249,0.0,0.3010299956639812,1.8325089127062364,0.7781512503836436,2.03342375548695,0.0,2.143014800254095,-0.48666657262589275,0.3570140946185898,0.144609859315473,-0.3199657765606716,0.20272226898578793,0.574031267727719,0.02203089209654152,0.7251954359304901,0.7408788564553153,0.7378649884549873,0.6380730101641108,0.6256662614195487,-0.0871224257663793
b'NGC 5409',b'OBJID08543',210.44199999999998,9.490277777777777,0.020787897,b'G',True,True,True,True,True,True,True,True,True,True,20282,56,1.25963,217740000000000.0,False,True,False,True,False,False,False,False,52.623503898015564,610766003090.7036,33.242691918841594,10.523997251893583,11.191855359554049,11.201679081539314,11.493415766778902,11.354821280919124,11.384574419115994,11.662134083068908,11.748942775556818,11.49111527876495,11.022833441749736,10.44474356252532,10.694621035741921,11.81582087238357,11.944237347131528,11.049070096760616,11.01164903440511,10.794020543356831,12.026847379199449,10.852268854083254,66.0,70.0,51.0,29.0,39.0,41.0,21.0,50.0,84.0,17.0,17.0,4.0,12.0,98.0,14.0,115.0,1.0,134.0,1.8195439355418688,1.845098040014257,1.7075701760979363,1.462397997898956,1.591064607026499,1.6127838567197355,1.3222192947339193,1.6989700043360187,1.9242792860618816,1.2304489213782739,1.2304489213782739,0.6020599913279624,1.0791812460476249,1.9912260756924949,1.146128035678238,2.060697840353612,0.0,2.1271047983648077,-0.22530928172586284,0.4794662443598394,0.46828183701521375,-0.19529457157470986,-0.2578274967918688,0.37675070960209944,0.9549222321999871,1.5480538548743648,1.5216961847318806,1.7211797618969809,1.7507344030182923,1.4145288221531205,0.20268054814392755
b'CGCG 074-045',b'OBJID09292',210.46770833333332,8.785916666666667,0.020258429,b'G',True,True,True,True,True,True,True,True,True,True,20282,56,1.25963,217740000000000.0,False,True,True,False,False,False,False,False,9.860365027131179,311049550469.9818,7.960342177690844,10.434691582489418,11.15040307031118,11.224006464668626,11.295718115369226,11.22780292699479,11.22780292699479,11.028066861424149,11.357151336680161,11.279223017506181,10.94927887159795,10.670390437866622,10.920267911083222,11.65119207013032,11.65119207013032,11.100863544117091,11.21639190928004,10.73690047834331,11.937541709795283,10.916404386378389,63.0,74.0,41.0,25.0,25.0,23.0,13.0,36.0,73.0,29.0,27.0,3.0,3.0,106.0,23.0,104.0,1.0,149.0,1.7993405494535817,1.8692317197309762,1.6127838567197355,1.3979400086720377,1.3979400086720377,1.3617278360175928,1.1139433523068367,1.5563025007672873,1.863322860120456,1.462397997898956,1.4313637641589874,0.47712125471966244,0.47712125471966244,2.0253058652647704,1.3617278360175928,2.0170333392987803,0.0,2.173186268412274,-0.3070203593531686,0.06283110822614191,0.3299441459082306,-0.29404073345015824,-0.07792831917397969,0.44235914846045055,0.6202508583368509,1.0906677887769956,0.9009317364171896,0.993892992662756,1.1037842276397838,1.209167686555865,0.013116438862788238
b'UGC 08939',b'OBJID05421',210.5199583333333,-1.3579166666666667,0.02493906,b'G',True,True,True,True,True,False,True,True,True,True,44090,6,0.274969,2276630000000.0,True,False,False,False,False,False,False,False,1.3739727652725824,345708872611.5786,1.365235760651837,10.702636292586782,10.59586750213315,10.59586750213315,10.596257052194764,10.596257052194764,10.596257052194764,10.742830508500907,11.09501302661227,10.596257052194764,10.464081799970101,10.464081799970101,10.59586750213315,11.697073017940232,11.697073017940232,10.464081799970101,10.596257052194764,10.472754740258196,12.492953035284307,10.472754740258196,12.0,12.0,4.0,4.0,4.0,3.0,3.0,4.0,21.0,19.0,12.0,3.0,3.0,21.0,4.0,39.0,3.0,39.0,1.0791812460476249,1.0791812460476249,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.6020599913279624,1.3222192947339193,1.2787536009528289,1.0791812460476249,0.47712125471966244,0.47712125471966244,1.3222192947339193,0.6020599913279624,1.591064607026499,0.47712125471966244,1.591064607026499,-0.7201593034059569,0.0,0.13217525222466264,-0.6020599913279625,-0.49875597441750585,0.12493873660829996,0.6222582863540733,2.127739008077062,0.13520765555910436,0.1379781242744353,0.13156123713261336,0.17969333593460882,-1.9961777709444488
b'CGCG 219-044',b'OBJID04549',210.39533333333333,38.68608333333333,0.01886,b'G',True,True,False,False,True,True,True,True,False,True,17520,18,0.57386,20564300000000.0,True,False,False,False,False,False,False,False,18.44208929389389,276248721615.7331,21.11085533054385,10.607064486630417,10.779057442984804,10.785165341873748,11.093022055038071,11.086252695878088,11.086252695878088,11.336130169094687,11.463433383731447,11.086252695878088,10.574325596551487,10.547060964217891,10.748699319935678,11.400816356677108,11.599662769027267,10.645249620607098,11.052449034435405,10.437697303172275,12.109914613936283,10.457174269692135,23.0,24.0,21.0,20.0,20.0,19.0,12.0,20.0,27.0,25.0,21.0,4.0,5.0,32.0,18.0,44.0,1.0,46.0,1.3617278360175928,1.380211241711606,1.3222192947339193,1.3010299956639813,1.3010299956639813,1.2787536009528289,1.0791812460476249,1.3010299956639813,1.4313637641589874,1.3979400086720377,1.3222192947339193,0.6020599913279624,0.6989700043360189,1.505149978319906,1.255272505103306,1.6434526764861874,0.0,1.662757831681574,-0.1303337684950061,0.03380366144268265,0.5119270993266003,-0.1362293852958203,-0.37718068785335923,0.22184874961635637,1.025736080559172,1.9922666847177761,1.3245058296037304,1.2658101204816885,1.2048549067672223,0.507189628241096,-0.7874117779505538
