OBJNAME,OBJID,RA,DEC,Z,OBJTYPE,WISESize_flag,SNR_NUV_flag,SNR_W3_flag,SNR_flag,Mstar_all_flag,SFR_flag,sSFR_flag,Mstar_size_flag,tempel2014_flag,tempel2017_flag,tempel2017_groupIDs,tempel2017_Ngal,group_R200,group_M200,tempel2017_group_flag,tempel2017_cluster_flag,tempel2014_nearfilament_flag,tempel2014_farfilament_flag,KT2017_flag,KT2017_pg_flag,KT2017_rg_flag,tempel_field_flag,2D_5NN,2D_Sigma_Mstar,2D_3NN,Mstar,log_Sigma_M0,log_Sigma_M1,log_Sigma_M2,log_Sigma_M3,log_Sigma_M4,log_Sigma_M5,log_Sigma_M6,log_Sigma_M7,log_Sigma_M8,log_Sigma_M9,log_Sigma_M10,log_Sigma_M11,log_Sigma_M12,log_Sigma_M13,log_Sigma_M14,log_Sigma_M15,log_Sigma_M16,log_Sigma_M17,Sigma_ngal_0,Sigma_ngal_1,Sigma_ngal_2,Sigma_ngal_3,Sigma_ngal_4,Sigma_ngal_5,Sigma_ngal_6,Sigma_ngal_7,Sigma_ngal_8,Sigma_ngal_9,Sigma_ngal_10,Sigma_ngal_11,Sigma_ngal_12,Sigma_ngal_13,Sigma_ngal_14,Sigma_ngal_15,Sigma_ngal_16,Sigma_ngal_17,log_Sigma_ngal_0,log_Sigma_ngal_1,log_Sigma_ngal_2,log_Sigma_ngal_3,log_Sigma_ngal_4,log_Sigma_ngal_5,log_Sigma_ngal_6,log_Sigma_ngal_7,log_Sigma_ngal_8,log_Sigma_ngal_9,log_Sigma_ngal_10,log_Sigma_ngal_11,log_Sigma_ngal_12,log_Sigma_ngal_13,log_Sigma_ngal_14,log_Sigma_ngal_15,log_Sigma_ngal_16,log_Sigma_ngal_17,ratio_ngal_1,ratio_SigmaM_1,ratio_SigmaM_2,ratio_SigmaM_3,ratio_SigmaM_4,ratio_ngal_2,ratio_SigmaM_5,Sigma_2,Sigma_3,Sigma_5,Sigma_10,Sigma_20,ratio_Sigmak_1
b'CGCG 127-101',b'--',178.48962499999996,25.685055555555557,0.012725,b'G',False,False,False,False,True,False,False,True,False,True,83743,4,0.278446,2336390000000.0,True,False,False,False,False,False,False,False,14.693073907296453,60446411703.2317,10.453735679980465,10.232762906954068,10.895135781828921,10.942689351254446,11.114118946859898,10.30839082770755,10.30839082770755,10.488668046884976,10.807529309196195,11.051158319175967,10.717952547777918,9.969367053861006,10.219244527077606,10.93973301691586,10.93973301691586,10.76074548629716,10.276632955486399,10.506328009112645,11.735613034259934,10.536043450596939,46.0,54.0,34.0,11.0,12.0,11.0,8.0,28.0,60.0,13.0,12.0,2.0,2.0,74.0,8.0,85.0,1.0,95.0,1.662757831681574,1.7323937598229686,1.5314789170422551,1.0413926851582251,1.0791812460476249,1.0413926851582251,0.9030899869919435,1.4471580313422192,1.7781512503836436,1.1139433523068367,1.0791812460476249,0.3010299956639812,0.3010299956639812,1.8692317197309762,0.9030899869919435,1.9294189257142926,0.0,1.9777236052888478,-0.3309932190414244,0.7745253636895679,0.33320577139804897,-0.13220370771966472,0.243629009979772,0.5440680443502757,0.30120130008354984,0.8514579340703599,1.0192715148762161,1.1671126631369346,0.7536465138358637,0.928889227503566,-0.09781142023449618
b'CGCG 243-027',b'OBJID01701',178.50624999999997,44.64225,0.024028,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,0.3632866056418257,66555197209.35526,0.2585950649953011,10.2745743567633,9.670155264974415,9.670155264974415,9.777424484069165,9.777424484069165,9.777424484069165,10.027301957285765,10.379484475397128,9.777424484069165,9.892083950242087,9.892083950242087,9.670155264974415,10.98154446672509,10.98154446672509,10.09748373174246,9.777424484069165,10.016509037011653,11.777424484069165,10.103065292032335,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,1.0,1.0,12.0,1.0,16.0,1.0,28.0,0.47712125471966244,0.47712125471966244,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.6989700043360189,0.47712125471966244,0.0,0.0,1.0791812460476249,0.0,1.2041199826559248,0.0,1.4471580313422192,-0.6989700043360189,0.0,-0.11465946617292211,-0.6020599913279625,-0.6020599913279625,0.0,0.3629754383854742,-0.5479596437677915,-0.5873797674129315,-0.4397506142569672,-0.297440091264081,-0.3102155007527676,0.2505195525037105
b'KUG 1151+203',b'OBJID08951',178.55808333333331,20.0275,0.020657625,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,2.6631389645836725,26197937140.136703,1.6450314133788653,9.869659477883495,11.175105160806163,11.176362312897329,10.978981417854,10.763577073012799,10.890005102515364,9.886303501539537,9.974569596517323,10.974508847540834,11.01338908569397,10.635150600314962,10.82492249959657,10.576629587845286,10.576629587845286,11.014415545199498,9.636426028322937,10.974538060735883,11.37250960518936,11.046626169239083,42.0,43.0,14.0,6.0,8.0,5.0,1.0,13.0,58.0,21.0,15.0,1.0,1.0,59.0,3.0,133.0,1.0,158.0,1.6232492903979006,1.6334684555795864,1.146128035678238,0.7781512503836436,0.9030899869919435,0.6989700043360189,0.0,1.1139433523068367,1.7634279935629373,1.3222192947339193,1.1760912590556813,0.0,0.0,1.7708520116421442,0.47712125471966244,2.123851640967086,0.0,2.1986570869544226,-0.6494846412561006,1.338082819217897,-0.03888023815313524,-0.6020599913279625,0.9999392510235108,1.1139433523068367,-0.9999684642185596,0.09187794357011958,0.21617419561537837,0.42539382884121196,0.5112647277463218,0.7138536945639091,0.41938678417620223
b'CGCG 097-181',b'OBJID00546',178.58362499999998,16.241694444444445,0.022749072,b'G',True,True,False,False,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,1.3691040169565518,194956689251.7337,0.826151070196438,10.741330523197735,10.260631048959898,10.260631048959898,10.244180650503603,10.244180650503603,10.244180650503603,10.494058123720203,10.846240641831566,10.244180650503603,10.322529960843049,10.0323855590632,10.132248203522613,11.448300633159526,11.448300633159526,10.361374664927284,10.244180650503603,10.092222614318084,12.244180650503603,10.092222614318084,12.0,12.0,3.0,3.0,3.0,3.0,2.0,3.0,24.0,14.0,7.0,1.0,1.0,25.0,3.0,38.0,1.0,38.0,1.0791812460476249,1.0791812460476249,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.47712125471966244,1.380211241711606,1.146128035678238,0.8450980400142568,0.0,0.0,1.3979400086720377,0.47712125471966244,1.5797835966168101,0.0,1.5797835966168101,-0.9030899869919435,0.0,-0.07834931033944592,-0.6020599913279607,-0.6020599913279625,0.17609125905568124,0.7540180275134816,0.36280175017457883,-0.08294053021752042,0.13643644468196392,0.25005347988866133,0.2100907973472276,-0.1127482702859175
b'UGC 06878',b'OBJID12342',178.57404166666663,32.861000000000004,0.010639035,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,True,False,False,False,False,False,9.24961250221512,39134611350.83527,6.416730639303035,9.589228967581171,10.520705291559347,10.520705291559347,10.87288780967071,10.87288780967071,10.87288780967071,11.12276528288731,10.612473745009837,10.87288780967071,10.377598815094636,10.377598815094636,10.520705291559347,10.296199077542962,10.296199077542962,10.377598815094636,10.87288780967071,10.162626821901055,11.092079094887037,10.162626821901055,29.0,29.0,26.0,25.0,26.0,25.0,7.0,26.0,33.0,31.0,27.0,1.0,1.0,33.0,25.0,49.0,1.0,54.0,1.462397997898956,1.462397997898956,1.414973347970818,1.3979400086720377,1.414973347970818,1.3979400086720377,0.8450980400142568,1.414973347970818,1.5185139398778875,1.4913616938342726,1.4313637641589874,0.0,0.0,1.5185139398778875,1.3979400086720377,1.6901960800285136,0.0,1.7323937598229686,-0.10354059190706955,0.0,0.49528899457607345,0.3162746674668746,0.260414064660873,0.5698753079565612,0.4498469231087814,0.7483079962800567,0.807313808915684,0.9661235390444644,0.8836959561803913,1.1218355194583118,0.1353879599003346
b'UGC 06879',b'OBJID04961',178.6043333333333,-2.319555555555555,0.007962,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,True,False,False,True,2.1884591956351676,20130775572.28866,1.486705731304337,9.755252889276301,10.041209631548094,10.066781604754759,9.826894306842004,9.258103016582167,9.258103016582167,9.507980489798767,9.86016300791013,9.717021671454852,9.968391419940787,9.113109888076838,8.905920498470804,10.462222999238092,10.462222999238092,10.002938954025234,9.258103016582167,9.853373828603475,11.258103016582167,9.863405271368116,21.0,25.0,12.0,1.0,1.0,3.0,2.0,10.0,32.0,4.0,1.0,1.0,1.0,43.0,1.0,48.0,1.0,58.0,1.3222192947339193,1.3979400086720377,1.0791812460476249,0.0,0.0,0.47712125471966244,0.3010299956639812,1.0,1.505149978319906,0.6020599913279624,0.0,0.0,0.0,1.6334684555795864,0.0,1.6812412373755872,0.0,1.7634279935629373,-0.505149978319906,0.4589186548726847,-0.25136974848593496,-0.6020599913279625,-0.14314133645527782,0.6989700043360187,0.006789179306654347,0.356031585988253,0.17222501565190718,0.34013845349622424,0.43102687939805684,0.4719068146392727,0.07499529340980382
b'NGC 3958',b'OBJID07720',178.6403333333333,58.36702777777778,0.011061998,b'G',True,True,True,True,True,False,True,True,True,True,64695,5,0.192533,770912000000.0,True,False,False,True,True,False,True,False,2.125894874801098,113803192907.2274,75.92440861086713,10.305629277998413,10.462534655121743,10.462534655121743,10.741007429148087,10.741007429148087,10.741007429148087,10.26027442962304,10.612456947734403,10.741007429148087,10.550090432362445,10.444634984616677,10.430619462183882,11.214516939062365,11.214516939062365,10.679696802657983,10.741007429148087,10.479252464279416,11.808479405304281,10.61085749064779,18.0,19.0,8.0,7.0,7.0,4.0,4.0,8.0,35.0,28.0,15.0,4.0,4.0,49.0,7.0,69.0,2.0,84.0,1.255272505103306,1.2787536009528289,0.9030899869919435,0.8450980400142568,0.8450980400142568,0.6020599913279624,0.6020599913279624,0.9030899869919435,1.5440680443502757,1.4471580313422192,1.1760912590556813,0.6020599913279624,0.6020599913279624,1.6901960800285136,0.8450980400142568,1.8388490907372552,0.3010299956639812,1.9242792860618816,-0.6409780573583321,0.0,0.1909169967856421,-0.6020599913279625,0.12855048141368464,0.30102999566398114,0.13320448345498725,1.737661453243943,1.8803814178041673,0.3275417849179471,0.4460867031876378,0.42810819406494566,-1.291574750056305
b'CGCG 040-063',b'OBJID04260',178.71375,2.9592500000000004,0.020216696,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.5066354628561174,14173585532.295668,0.38452532328204214,9.60287211099153,8.753539720186033,8.753539720186033,9.105722238297396,9.105722238297396,9.105722238297396,9.355599711513996,9.707782229625359,9.105722238297396,9.695639756661894,9.630873928849276,8.753539720186033,10.309842220953321,10.309842220953321,9.695639756661894,9.105722238297396,9.660082154846043,11.105722238297396,9.660082154846043,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,13.0,2.0,1.0,1.0,16.0,1.0,27.0,1.0,29.0,0.47712125471966244,0.6020599913279624,0.0,0.0,0.0,0.0,0.0,0.0,1.1760912590556813,1.1139433523068367,0.3010299956639812,0.0,0.0,1.2041199826559248,0.0,1.4313637641589874,0.0,1.462397997898956,-1.1760912590556813,0.0,-0.5899175183644978,-0.6020599913279625,-0.6020599913279625,0.0,0.047700074779315926,-0.5014678035297059,-0.41507505404327166,-0.2953044142618345,-0.05468843193583352,0.013921274690682498,0.4467793715938724
b'UGC 06883',b'OBJID11380',178.74391666666665,26.2025,0.017179,b'G',True,True,False,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,3.8993610160851078,19366236740.538624,5.535107242948333,9.738437618670691,10.608730304388532,10.779855377529046,10.246743601309072,9.81798340201025,9.81798340201025,10.122265487725585,10.420043393338213,9.872388014508985,10.59416837123341,9.266717250438436,9.465800883898888,10.445407728632482,10.445407728632482,10.811524947052726,9.81798340201025,10.289674032161034,11.241287745976559,10.454426781321972,26.0,46.0,17.0,6.0,7.0,7.0,4.0,11.0,41.0,7.0,6.0,2.0,2.0,83.0,6.0,48.0,2.0,82.0,1.414973347970818,1.662757831681574,1.2304489213782739,0.7781512503836436,0.8450980400142568,0.8450980400142568,0.6020599913279624,1.0413926851582251,1.6127838567197355,0.8450980400142568,0.7781512503836436,0.3010299956639812,0.3010299956639812,1.919078092376074,0.7781512503836436,1.6812412373755872,0.3010299956639812,1.9138138523837167,-0.5713911715615103,0.054404612498734295,-0.721780356724425,-0.025364335294268514,-0.5476553788292282,0.43933269383026274,0.1303693611771788,0.7844524270634882,0.7431260397711074,0.5909934455074181,0.5284956847280232,0.526223002576687,-0.25595674233546495
b'NGC 3963',b'OBJID12825',178.74462499999998,58.49363888888889,0.010601,b'G',True,True,True,True,True,False,True,True,True,True,64695,5,0.192533,770912000000.0,True,False,False,True,True,False,True,False,2.354443666216299,113803192907.2274,60.94212554193442,9.941519841659295,10.492179904107656,10.498653826427814,10.78647370383627,10.752327509671414,10.752327509671414,10.26027442962304,10.612456947734403,10.78647370383627,10.50342554306558,10.399278932984483,10.430619462183882,11.214516939062365,11.214516939062365,10.756857035301651,10.752327509671414,10.484850425028744,11.44436996896516,10.638151419370958,19.0,21.0,12.0,10.0,10.0,5.0,4.0,12.0,33.0,26.0,15.0,4.0,4.0,62.0,10.0,71.0,1.0,89.0,1.2787536009528289,1.3222192947339193,1.0791812460476249,1.0,1.0,0.6989700043360189,0.6020599913279624,1.0791812460476249,1.5185139398778875,1.414973347970818,1.1760912590556813,0.6020599913279624,0.6020599913279624,1.792391689498254,1.0,1.8512583487190752,0.0,1.9493900066449128,-0.43933269383026263,0.034146194164856425,0.28304816077069006,-0.6020599913279625,0.1740167561018673,0.4771212547196625,0.12760652270565842,1.774634947877293,1.7849175974914273,0.37188830372157794,0.5224763541806695,0.4305523377732057,-1.2521585936966235
b'CGCG 040-064',b'OBJID08077',178.74183333333332,4.660583333333333,0.022675,b'G',True,True,True,True,True,True,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.37481252731397624,89141665767.9995,0.42011443851211744,10.401473127511741,9.852192154108144,9.908585078894854,10.122534170282604,9.904323254817607,9.904323254817607,10.154200728034207,10.50638324614557,10.122534170282604,9.602314680891544,9.430253341468255,9.680130814684855,11.108443237473532,11.108443237473532,9.658707605678254,9.904323254817607,10.041118256415357,11.904323254817607,10.064837595596975,4.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,10.0,1.0,18.0,1.0,26.0,0.6020599913279624,0.9030899869919435,0.47712125471966244,0.0,0.0,0.0,0.0,0.3010299956639812,0.6989700043360189,0.47712125471966244,0.3010299956639812,0.0,0.0,1.0,0.0,1.255272505103306,0.0,1.414973347970818,-0.39794000867203766,0.21821091546499716,0.5202194893910601,-0.6020599913279625,-0.38384907586296535,0.3010299956639812,0.4652649897302119,-0.2465169518549339,-0.37663239235302276,-0.4261859021694978,-0.368241246360462,-0.22138550754612746,-0.1217242945055281
b'CGCG 040-065',b'OBJID08637',178.74391666666665,6.3293888888888885,0.023431316,b'G',True,True,False,True,True,False,True,True,True,True,43081,3,0.304173,3078030000000.0,True,False,True,False,False,False,False,False,0.7089383276978755,214196854021.7351,1.5248495061693461,9.616803225903688,10.12001271241425,10.217320386896116,10.389059039515956,10.312002567253835,10.312002567253835,10.616485985093696,10.968668503205059,10.389059039515956,10.08438404642716,9.709942575925872,9.959820049142472,10.323773335865479,10.323773335865479,10.154732468744323,10.312002567253835,9.881365980482428,11.119653353209554,10.016530917366914,6.0,9.0,6.0,3.0,3.0,3.0,3.0,4.0,8.0,3.0,3.0,1.0,1.0,14.0,3.0,13.0,1.0,27.0,0.7781512503836436,0.9542425094393249,0.7781512503836436,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.9030899869919435,0.47712125471966244,0.47712125471966244,0.0,0.0,1.146128035678238,0.47712125471966244,1.1139433523068367,0.0,1.4313637641589874,-0.30102999566398114,0.07705647226212164,0.30467499308879553,0.6448951673395804,-0.5796094636891027,0.12493873660829996,1.0873025227226307,0.6086572249854681,0.1832269834432195,-0.14939154352704045,-0.2914656709176534,-0.4072530201623015,-0.9001228959031216
b'CGCG 157-052',b'OBJID15098',178.7595833333333,27.297833333333337,0.021865126,b'G',True,False,True,True,True,False,True,True,True,True,67454,4,0.480029,12074500000000.0,True,False,False,False,False,False,False,False,0.7204298585826704,145580624497.81927,0.6532656617379272,10.614495960176303,10.164539001644085,10.164539001644085,10.117346087482169,10.117346087482169,10.117346087482169,10.367223560698768,10.719406078810131,10.117346087482169,10.209785026711403,10.209785026711403,10.164539001644085,11.321466070138094,11.321466070138094,10.221305074559261,10.117346087482169,9.976590850425053,12.117346087482169,9.985377793607482,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,14.0,12.0,7.0,2.0,2.0,16.0,2.0,25.0,1.0,28.0,0.8450980400142568,0.8450980400142568,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,1.146128035678238,1.0791812460476249,0.8450980400142568,0.3010299956639812,0.3010299956639812,1.2041199826559248,0.3010299956639812,1.3979400086720377,0.0,1.4471580313422192,-0.8450980400142567,0.0,-0.09243893922923441,-0.6020599913279625,-0.6020599913279625,0.0,0.7428152283850782,-0.3351747689823637,-0.18491016946925812,-0.14240829592334428,-0.08837098326826924,-0.05767094852710846,0.24680378571409445
b'UGC 06889',b'OBJID11119',178.8294583333333,67.40255555555557,0.022145437,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.25808902979899956,18426039830.042778,0.2513262453960786,9.716824387739564,9.084685849151102,9.084685849151102,9.21967451504543,9.21967451504543,9.21967451504543,9.46955198826203,9.821734506373392,9.21967451504543,9.078418210702191,8.967954680171854,8.867491996934067,10.423794497701355,10.423794497701355,9.078418210702191,9.21967451504543,9.600016780821665,11.21967451504543,9.630703230322696,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,2.0,11.0,1.0,12.0,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.47712125471966244,0.3010299956639812,0.0,0.0,0.6020599913279624,0.3010299956639812,1.0413926851582251,0.0,1.0791812460476249,-0.3010299956639812,0.0,0.14125630434323888,-0.6020599913279625,-0.6020599913279625,0.0,0.22171772555172709,-0.33508172129677916,-0.5997621567097453,-0.5882304549641235,-0.4573924089985293,-0.7768883938881481,-0.12231068770175013
b'UGC 06887',b'OBJID08132',178.8048333333333,22.695333333333334,0.022722,b'G',True,True,True,True,True,False,True,True,False,True,72865,2,0.403702,7186920000000.0,True,False,False,False,False,False,False,False,1.3570632321610343,2222134572788.4214,1.0285981720757669,11.798162738470843,11.13712914516938,11.13712914516938,11.326591711431673,11.304458715360745,11.304458715360745,11.573195193495456,11.903072857104672,11.326591711431673,10.988044803604737,10.89988911947207,11.074619953029295,12.505132848432634,12.505132848432634,10.988044803604737,11.304458715360745,10.814318369708339,13.301012865776709,10.814318369708339,14.0,14.0,4.0,3.0,3.0,3.0,2.0,4.0,30.0,18.0,10.0,1.0,1.0,30.0,3.0,73.0,1.0,77.0,1.146128035678238,1.146128035678238,0.6020599913279624,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.3010299956639812,0.6020599913279624,1.4771212547196624,1.255272505103306,1.0,0.0,0.0,1.4771212547196624,0.47712125471966244,1.863322860120456,0.0,1.8864907251724818,-0.8750612633917,0.022132996070928,0.3385469078269363,-0.6020599913279625,-0.5764811456729984,0.3010299956639812,1.0887544873963328,0.0311737946488844,0.012245748200010833,0.1326000840184892,0.26883129364262887,0.34099244490806097,0.23765749899374447
b'UGC 06886',b'OBJID02589',178.79720833333332,6.1690000000000005,0.023217283,b'G',True,True,True,True,True,False,True,True,True,True,43081,3,0.304173,3078030000000.0,True,False,True,False,False,False,False,False,0.5596738410551196,214196854021.7351,2.3327595222574495,10.751468583563636,10.036876521404594,10.152197783240098,10.389059039515956,10.312002567253835,10.312002567253835,10.638936512732556,10.887115588686868,10.389059039515956,10.08438404642716,9.709942575925872,9.959820049142472,11.458438693525427,11.458438693525427,10.154732468744323,10.312002567253835,9.995141006138528,12.254318710869502,10.041180308119282,5.0,8.0,6.0,3.0,3.0,4.0,2.0,4.0,8.0,3.0,3.0,1.0,1.0,15.0,3.0,17.0,1.0,30.0,0.6989700043360189,0.9030899869919435,0.7781512503836436,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.3010299956639812,0.6020599913279624,0.9030899869919435,0.47712125471966244,0.47712125471966244,0.0,0.0,1.1760912590556813,0.47712125471966244,1.2304489213782739,0.0,1.4771212547196624,-0.30102999566398114,0.07705647226212164,0.30467499308879553,-0.5713231048385587,-0.49805654917091147,0.3010299956639812,0.8919745825483396,0.31104476838616557,0.3678699708813883,-0.2520649913796859,-0.27458826921833274,-0.3061662278524975,-0.5856330376044983
b'UGC 06892',b'OBJID13021',178.85279166666666,33.126111111111115,0.010531652,b'G',True,True,True,True,True,False,True,True,True,True,86835,4,0.146902,342479000000.0,True,False,True,False,True,True,False,False,9.03678851804913,39134611350.83527,10.460426936256223,9.856215169733693,10.520705291559347,10.520705291559347,10.87288780967071,10.87288780967071,10.87288780967071,10.874389317027484,10.431389323367403,10.87288780967071,10.344321677424706,10.344321677424706,10.520705291559347,10.563185279695483,10.563185279695483,10.344321677424706,10.87288780967071,10.162626821901055,11.359065297039558,10.162626821901055,28.0,28.0,27.0,26.0,26.0,22.0,6.0,27.0,32.0,30.0,26.0,1.0,1.0,32.0,25.0,46.0,1.0,51.0,1.4471580313422192,1.4471580313422192,1.4313637641589874,1.414973347970818,1.414973347970818,1.3424226808222062,0.7781512503836436,1.4313637641589874,1.505149978319906,1.4771212547196624,1.414973347970818,0.0,0.0,1.505149978319906,1.3979400086720377,1.662757831681574,0.0,1.7075701760979363,-0.07378621416091868,0.0,0.528566132246004,-0.13179595632808017,0.44149848630330624,0.6532125137753437,0.26876250146634817,0.8460656556728293,1.0195494103702922,0.9560141188947111,0.8435307763905265,1.06821949146084,-0.002534879282302782
b'UGC 06893',b'OBJID06150',178.85299999999998,39.223416666666665,0.020644696,b'G',True,True,True,True,True,False,True,True,True,True,0,1,-99.0,-99.0,False,False,False,False,False,False,False,True,0.8501398271116491,34109172676.831566,1.6469187738144457,9.984263567789926,10.072750819472024,10.139496642836308,10.225353041047454,10.225353041047454,10.225353041047454,10.041701216961368,10.089173686423754,10.225353041047454,9.919280134965703,9.802576018449344,10.052453491665943,10.691233677751717,10.691233677751717,9.973531366238502,10.225353041047454,9.740430786627558,11.487113695095791,9.777565881533624,8.0,9.0,5.0,5.0,5.0,4.0,1.0,5.0,11.0,6.0,6.0,1.0,1.0,12.0,5.0,16.0,1.0,17.0,0.9030899869919435,0.9542425094393249,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.0,0.6989700043360189,1.0413926851582251,0.7781512503836436,0.7781512503836436,0.0,0.0,1.0791812460476249,0.6989700043360189,1.2041199826559248,0.0,1.2304489213782739,-0.3424226808222063,0.0,0.3060729060817504,-0.6020599913279625,0.13617935462369957,0.6989700043360189,0.3487428997961963,0.04336519092951084,0.21667218025410903,-0.07050963764011114,-0.10874859480782374,-0.24485072158460944,-0.15211378573733458
b'CGCG 068-091',b'OBJID13235',178.87704166666663,11.923666666666666,0.020981181,b'G',True,False,False,False,True,False,True,True,True,True,4716,4,0.330867,3953170000000.0,True,False,False,False,False,False,False,False,1.890475405223677,464612758192.12976,1.6406173184838593,10.17150112293011,10.387132525521993,10.387132525521993,10.725662754314472,10.716773605683827,10.716773605683827,10.899814456483293,11.223393632052352,10.725662754314472,10.137255052305393,10.064081938882731,10.313959412099331,11.825453623380312,11.825453623380312,10.137255052305393,10.649936983266691,10.057460779142296,12.544041696588794,10.10898146735408,9.0,9.0,6.0,5.0,5.0,4.0,3.0,6.0,13.0,8.0,5.0,3.0,3.0,13.0,4.0,29.0,2.0,31.0,0.9542425094393249,0.9542425094393249,0.7781512503836436,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.7781512503836436,1.1139433523068367,0.9030899869919435,0.6989700043360189,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.6020599913279624,1.462397997898956,0.3010299956639812,1.4913616938342726,-0.3357921019231931,0.07572577104778055,0.5884077020090785,-0.6020599913279607,-0.4977308777378795,0.3010299956639812,1.1659328529100552,1.672579449316954,0.2150072916854369,0.2765710316350147,0.038594076698730315,0.003514330916912302,-1.6339853726182236
b'NGC 3968',b'OBJID08022',178.86958333333328,11.968361111111111,0.021308,b'G',True,True,True,True,True,True,True,True,True,True,4716,4,0.330867,3953170000000.0,True,False,False,False,False,False,False,False,1.6035400650444636,464612758192.12976,1.7277419523640476,10.978211455821848,10.387132525521993,10.387132525521993,10.725662754314472,10.716773605683827,10.716773605683827,10.882257428948039,11.223393632052352,10.725662754314472,10.137255052305393,10.12864373826075,10.37852121147735,11.825453623380312,11.825453623380312,10.137255052305393,10.716773605683827,10.10898146735408,12.544041696588794,10.10898146735408,9.0,9.0,6.0,5.0,5.0,4.0,3.0,6.0,13.0,9.0,6.0,3.0,3.0,13.0,5.0,31.0,2.0,31.0,0.9542425094393249,0.9542425094393249,0.7781512503836436,0.6989700043360189,0.6989700043360189,0.6020599913279624,0.47712125471966244,0.7781512503836436,1.1139433523068367,0.9542425094393249,0.7781512503836436,0.47712125471966244,0.47712125471966244,1.1139433523068367,0.6989700043360189,1.4913616938342726,0.3010299956639812,1.4913616938342726,-0.3357921019231931,0.008889148630645494,0.5884077020090785,-0.6020599913279607,-0.4977308777378795,0.3010299956639812,1.1144121646982708,2.1353298741780318,0.23747887874879042,0.205079815409051,-0.0005496681253288188,-0.012678536760798114,-2.1358795423033605
