CXC_g,CRE_g,CN_g,CNumerical_Error_g,CXC_r,CRE_r,CN_r,CNumerical_Error_r,CXC_W1-fixBA,CRE_W1-fixBA,CN_W1-fixBA,CNumerical_Error_W1-fixBA,CXC_W2,CRE_W2,CN_W2,CNumerical_Error_W2,CXC_W3-fixBA,CRE_W3-fixBA,CN_W3-fixBA,CNumerical_Error_W3-fixBA,Vcosmic,logmstar,logsfr,Size Ratio,cluster_member,rich_group_memb,poor_group_memb,filament_member,pure_field,CRE_g_unscaled,CRE_r_unscaled,CRE_W1-fixBA_unscaled,CRE_W2_unscaled,CRE_W3-fixBA_unscaled,CN_g_unscaled,CN_r_unscaled,CN_W1-fixBA_unscaled,CN_W2_unscaled,CN_W3-fixBA_unscaled
171.9833,-0.8217507768496122,1.3222528574478876,False,170.9463,-0.972635971309109,-0.6352496254503406,False,16.7621,-1.0152308409385749,3.003585705697463,False,16.7568,-0.7967715207231244,0.5906882510556284,False,16.9009,-1.1915865866429773,1.7810995142951045,False,2734.63261554712,9.400534687229507,-1.1451159041773773,0.5552699228791774,False,False,False,False,True,1.2506797340669402,1.006009485162844,0.9007873724168596,1.2165039114119498,0.5001801348124465,1.5914,0.877,2.3409,1.0051,2.2295
594.1429,0.5244606641910313,-0.5206459685991541,False,593.8385,0.5001048529576086,-0.26389834526860495,False,57.0827,0.3615847856687403,0.8946255476092505,False,57.1119,0.36268471845505174,0.89662763808308,False,56.8496,-0.13523494968780897,2.32415591564415,False,2182.2222988363314,9.543198874111962,-1.0654351547889653,0.725579199098262,False,False,True,False,False,3.5104420286477787,3.399326913633632,2.581167426761506,2.719718766602598,1.8728413942481352,0.8395,1.024,1.4359,1.0976,2.6569
263.9245,0.5164019520954435,0.8450452481496314,False,264.2227,0.5728029308532405,0.9317517289491875,False,25.5837,0.49337742728650813,0.7864976455813024,False,25.5897,0.830680926552527,0.7553994021255427,False,28.6543,-0.12323793390228685,-0.9839901923398808,False,3350.1272228252847,9.144309984826219,-1.07105322129841,0.6887010499900943,False,False,False,False,True,3.496914604068461,3.5174668972458694,2.742018104226291,3.3264677135776557,1.8884307474724948,1.3967,1.4973,1.3895,1.0549,0.0533
657.773,0.34067878611017793,0.6889172321645314,False,657.5801,0.32755526445588257,0.24892008926807777,False,62.9135,0.521032744652991,1.397513505747854,False,62.8887,0.34028855486366033,2.312548195774457,False,62.4258,0.18794254975394376,-0.9364695807103668,False,1962.9036801641967,10.56691047987587,-0.7955085361644774,0.8260010956949381,False,False,True,False,False,3.201944161334061,3.118920523974229,2.7757709486893667,2.6906825298976043,2.292789845015595,1.333,1.227,1.6517,1.5257,0.0907
752.2679,-1.1134220777938413,1.4943123036355488,False,752.6339,-1.1189762522648892,2.3648645265484975,False,71.842,-1.2786501182431373,0.5550946138706291,False,71.8139,-1.1610348478516819,0.21132341114158704,False,71.8714,-1.1090568118195903,0.5404811935716419,False,1386.7943368200783,8.94924060512871,-2.594242198745988,1.0485658831140825,False,False,False,False,True,0.7610777382797045,0.7681952417278759,0.5792886249024868,0.7442428410597529,0.6074222885488185,1.6616,2.0646,1.2902,0.8904,1.2531
377.5303,1.7697987026629878,1.7114699522427677,False,377.5421,1.2034418517338863,1.3937935598691833,False,35.9919,0.6306703538870982,0.15147925543871923,False,35.831,1.0673470081475591,0.9148186286630908,False,35.8197,1.6728823258503605,-0.06966313007789407,False,2785.4732316881987,8.927429461273258,-0.6746761271241947,1.4511961639960675,False,False,False,False,True,5.600877347761387,4.542303783374258,2.9095817859595714,3.6333011735671223,4.222373926617357,1.7502,1.6802,1.117,1.1031,0.7729
238.8805,-1.2557050510058871,2.4190705521626787,False,238.9841,-1.2354647080913934,1.9048436549764294,False,22.9908,-1.330749527749994,1.241380543767843,False,22.9336,-1.2187957659277229,0.02676754307529703,False,22.6208,-1.2494552007751267,0.4492517840796871,False,1311.261430261946,8.426177711461136,-2.298974878926766,0.8240872234183884,False,False,False,False,True,0.5222402954951652,0.5788925165290721,0.5157021817458349,0.6693568150352623,0.4249835790657303,2.0389,1.8825,1.5847,0.8346,1.1813
292.436,-0.0854932034113736,-1.2961389710745952,False,293.4762,-0.0636765030061089,-1.5128512222879935,False,28.3489,0.1194160178592129,-0.8675796143203695,False,28.3828,0.17110566614180225,-0.7604062311142559,False,28.7148,0.08032967724404638,-0.4128534295733952,False,3363.474287558093,9.476678072975885,-0.31577700239665624,0.9419625102738818,False,False,False,False,True,2.4865681337890484,2.4831387270620517,2.285604564640961,2.47133985617063,2.152953813202642,0.5231,0.5296,0.6797,0.5966,0.5028
666.6,0.5587952063326658,-0.29417456079659193,False,666.6661,0.45521676200293176,-0.3816192272854,False,63.7942,0.2835390077902166,-0.401511071096455,False,63.8107,0.30885747735078245,-0.2775181175357906,False,63.6424,0.20308043368983278,-0.4338184052922985,False,2317.0519221626405,9.800361337543597,-0.9721611904858458,0.9302255285563149,False,True,False,False,False,3.568076291266573,3.3263803037193584,2.485913882322844,2.649932684379074,2.3124605551292485,0.9319,0.9774,0.8797,0.7426,0.4863
438.2213,0.9922156069179568,-0.5297146288683044,False,437.1537,1.1885469049052928,0.4631417801484259,False,42.0794,1.1130913269203495,-0.08388535888935744,False,42.1355,0.9817499035753541,0.7510997134429952,False,42.465,1.3028504112678323,-0.22848870370594904,False,3071.003088505376,10.114536926062618,-0.9110810912076718,1.0695103435186941,False,False,True,False,False,4.2956195649945474,4.518098345965563,3.4983683781630455,3.5223260157246425,3.741541165884097,0.8358,1.3118,1.016,1.0536,0.6479
