VFID,RA,DEC,objname,group_flag,SNR_phot,WISE_AGN_flag,kauffman_AGN_flag,preGALFIT_sample_flag,Re_W1,Re_W1_err,Re_W3,Re_W3_err,size_ratio_px,bad_model_flag,virgowise_sample_flag,axis_ratio,t_type,logM200_model
b'VFID3422',115.43524350000001,23.4160588,b'SDSSJ074144.43+232457.8',False,2.1324692,False,False,False,2.877,0.0648,0.01,44.8991,0.0034758428919012866,True,False,0.65,-5.0,
b'VFID3423',260.870347071473,23.393683119993135,b' ',False,-4.54164,False,False,False,2.0107,0.0716,37.5757,19.8785,18.6878698960561,False,False,0.75,0.0,
b'VFID3424',135.525777,23.3870857,b'UGC04740',False,53.60742,False,False,False,5.099,0.0295,4.0319,0.1067,0.7907236713080996,False,False,0.47,3.5,11.415870143362799
b'VFID3425',257.0188515,23.370117,b'SDSSJ170804.54+232212.8',False,0.9029509,False,False,False,2.0002,4.6302,0.011,36066.6797,0.005499450054994501,True,False,0.36,10.0,
b'VFID3426',130.018164,23.3679051,b'SDSSJ084004.35+232204.2',False,0.20997676,False,False,False,3.3554,0.1347,12.6883,79.9482,3.7814567562734696,True,False,0.26,10.0,
b'VFID3427',109.4207205,23.3566929,b'NGC2357',False,171.87616,False,False,True,11.2329,0.0321,10.6824,0.0546,0.9509921747723205,False,True,0.15,5.8,11.731938354748163
b'VFID3428',200.753727,23.3064026,b'UGC08409',False,9.843023,False,False,False,9.3355,0.2401,5.8162,0.4605,0.6230196561512507,False,False,0.61,8.0,11.9870934957157
b'VFID3429',156.85957,23.30361,b' ',False,3.0728862,False,False,False,4.847,0.1194,2.5731,1.8269,0.530864452238498,False,False,0.2,0.0,
b'VFID3430',218.109096,23.2780981,b'PGC051947',False,5.81377,False,False,False,3.6628,0.0388,2.1514,0.6235,0.5873648574860763,False,False,0.53,10.0,
b'VFID3431',115.09476450000001,23.2749997,b'UGC03960',False,9.376216,False,True,False,6.6087,0.5485,37.5412,88.0021,5.680572578570673,False,False,0.84,-4.8,11.101252818004152
b'VFID3432',271.379103,23.2725199,b'UGC11113',False,34.319416,False,False,True,13.3571,1.2924,13.9222,4.6069,1.0423070876163238,False,True,0.79,7.0,11.726239602014665
b'VFID3433',214.11404719216074,23.256250344627475,b' ',False,6.9764833,False,False,False,6.2867,0.5197,3.3473,1.9399,0.532441503491498,False,False,0.69,0.0,
b'VFID3434',197.49778799999999,23.2380073,b'PGC091262',False,1.944213,False,False,False,5.8994,0.2157,5.0022,269.5006,0.8479167372953182,True,False,0.15,7.9,
b'VFID3435',173.230974,23.2302141,b'SDSSJ113255.44+231348.7',False,1.2945518,False,False,False,1.2034,1.7556,7.0328,14.7547,5.844108359647665,True,False,0.8,10.0,
b'VFID3436',187.6416645,23.205557,b'AGC229379',False,0.9573102,False,False,False,48.9004,296.6725,16.8158,4225.2939,0.3438785776803462,True,False,0.84,10.0,
b'VFID3437',255.50512949999998,23.1635002,b'PGC1682567',False,3.2772396,False,False,False,3.3858,0.1248,16.2157,317.6917,4.789326008624253,True,False,0.67,8.5,
b'VFID3438',133.5885285,23.1582306,b'PGC024995',False,32.104008,False,False,True,2.7279,0.0247,2.581,0.0991,0.9461490523846182,False,True,0.5,3.0,11.507634822228841
b'VFID3439',271.27999800000003,23.1414918,b'PGC2801039',False,1.9771258,False,False,False,5.7517,0.6205,0.0,0.0,0.0,False,False,0.56,10.0,
b'VFID3440',271.33602149999996,23.129844,b'PGC061385',False,91.13932,False,False,False,2.4817,0.0315,2.0861,0.0304,0.8405931417979611,False,False,0.78,4.5,12.377539782560257
b'VFID3441',172.8425355,23.1149552,b'UGC06509',False,4.6143904,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,6.6,
b'VFID3442',255.06066600000003,23.1062718,b'UGC10650',False,40.408382,False,False,True,8.7731,0.0783,5.4941,0.3147,0.6262438590692002,False,True,0.15,9.9,12.12472841775987
b'VFID3443',271.3247595,23.1056102,b'UGC11111',False,19.591125,False,False,False,4.7886,1.0097,137.0896,2929.6558,28.628325606649124,True,False,0.8,8.8,
b'VFID3444',223.4872155264628,23.09991315903425,b' ',False,10.690765,False,False,False,0.0188,0.6505,0.0436,0.8172,2.3191489361702127,True,False,0.45,0.0,
b'VFID3445',158.666001,23.089988,b'PGC2807202',False,1.2814074,False,False,False,5.4354,0.6359,25.4669,1487.6189,4.685377341134047,True,False,0.78,8.0,
b'VFID3446',198.2633625,23.0844734,b'SDSSJ131303.19+230504.0',False,0.6084588,False,False,False,3.7041,0.1707,11.3407,46776456.0,3.0616614022299613,True,False,0.51,10.0,
b'VFID3447',108.47450549999999,23.0801574,b'UGC03751',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,5.0,11.680616518340962
b'VFID3448',255.579525,23.0764695,b'PGC1681024',False,9.257897,False,False,False,1.401,0.0439,1.6988,74.284,1.212562455389008,True,False,0.62,10.0,
b'VFID3449',162.4808295,23.0683322,b'AGC740112',False,2.9720488,False,False,False,5.0494,0.3704,6.1792,1.3892,1.2237493563591713,False,False,0.38,,
b'VFID3450',232.69713000000002,23.0661035,b'UGC09875',False,10.530054,False,False,False,8.663,0.4094,21.6016,3.6302,2.493547269998846,False,False,0.83,8.8,
b'VFID3451',255.18787200000003,23.0440007,b'NGC6276',True,37.364574,False,False,False,2.4455,0.0198,0.9758,0.0667,0.3990186056021264,False,False,0.77,1.0,12.12472841775987
b'VFID3452',190.4929185,23.0252785,b'AGC229381',False,0.15063456,False,False,False,2.2799,0.6015,2.8304,1.3683,1.2414579586823984,False,False,0.38,10.0,
b'VFID3453',180.477918,23.0241683,b'AGC229510',False,-0.47593343,False,False,False,2.2624,0.4855,0.0,0.0,0.0,False,False,0.81,,
b'VFID3454',255.2096895,23.0110376,b'NGC6278',True,41.978687,False,False,False,4.176,0.0123,28.0646,27.0852,6.7204501915708805,True,False,0.61,-1.8,12.12472841775987
b'VFID3455',222.18773660299107,22.990802375682495,b' ',False,120.43906,False,False,True,2.4925,0.0534,2.667,0.1147,1.0700100300902706,False,True,0.76,0.0,
b'VFID3456',254.536089,22.9850973,b'NGC6267',False,243.628,False,False,True,6.9997,0.026,7.4399,0.0283,1.0628884095032645,False,True,0.87,4.8,12.12472841775987
b'VFID3457',116.7708045,22.9554648,b'SDSSJ074705.00+225719.6',False,-0.44677275,False,False,False,0.6902,0.1311,180.7506,7793559040.0,261.8814836279339,True,False,0.46,,
b'VFID3458',158.8674945,22.9488894,b'AGC208862',False,0.15147206,False,False,False,1.3297,0.0,117.9677,1763.3816,88.7175302699857,True,False,0.94,,
b'VFID3459',163.1489025,22.934143,b'NGC3437',False,1145.8906,False,False,True,6.3724,0.0157,6.3272,0.0235,0.9929069110539201,False,True,0.36,5.2,10.934405751145821
b'VFID3460',211.124604,22.9338184,b'SDSSJ140429.93+225601.8',False,-1.0417471,False,False,False,0.01,1.141e+20,0.044,23.1645,4.3999999999999995,True,False,0.43,,
b'VFID3461',167.252478,22.9295372,b'UGC06194',False,39.7556,False,False,False,5.711,0.0464,4.8823,0.1191,0.8548940640868499,False,False,0.89,5.5,11.60791319352687
b'VFID3462',209.602518,22.9268292,b'PGC049718',False,32.12911,False,False,True,1.7622,0.0121,0.9503,0.0767,0.5392690954488708,False,True,0.64,10.0,12.476053854207965
b'VFID3463',197.9042895,22.9154564,b'NGC5012',False,460.43515,False,True,True,9.307,0.0229,9.998,0.028,1.0742451917911249,False,False,0.56,5.1,12.04049863839512
b'VFID3464',209.5959915,22.8879939,b'PGC049734',False,26.812773,False,False,False,2.6749,0.0276,0.0101,1.95,0.0037758420875546746,True,False,0.32,3.0,12.476053854207965
b'VFID3465',100.7854545,22.8738922,b'UGC03516',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,8.0,
b'VFID3466',255.13814849999997,22.865998,b'SDSSJ170033.18+225157.4',False,0.37926015,False,False,False,0.0159,40.1796,0.0122,986143.5625,0.7672955974842768,True,False,0.96,-5.0,
b'VFID3467',156.9392895,22.8471703,b'NGC3248',False,21.174938,False,False,False,7.124,0.0929,11.2664,7.5973,1.581471083660865,False,False,0.65,-2.0,11.81208339724089
b'VFID3468',260.4021075,22.8407838,b'UGC10823',False,10.180024,False,False,False,3.5614,0.0654,2.3957,0.1917,0.6726848991969451,False,False,0.77,3.8,
b'VFID3469',162.418299,22.8383992,b'PGC032413',False,4.2209406,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,,
b'VFID3470',198.1740945,22.8297748,b'UGC08290',False,52.852985,False,False,True,10.9519,0.0374,10.3056,0.4655,0.9409874085775071,False,True,0.5,8.8,11.832199326118541
b'VFID3471',187.1837535,22.8208014,b'NGC4455',False,23.89484,False,False,False,13.0862,0.0401,11.5952,0.7199,0.886063181060965,False,False,0.32,7.0,
b'VFID3472',209.75410200000002,22.8149458,b'PGC1676551',False,-0.93588346,True,False,False,1.8686,0.1055,0.01,6.59e-05,0.005351600128438403,True,False,0.43,10.0,
b'VFID3473',154.41538649999998,22.8093876,b'PGC030061',False,91.77256,False,False,False,2.7383,0.0133,3.2563,0.0354,1.189168462184567,False,False,0.38,1.0,
b'VFID3474',126.02577000000001,22.8053597,b'PGC2807127',False,-0.6777937,False,False,False,273.6378,1654.8374,33.2025,543.2676,0.12133740294652273,True,False,0.73,10.0,
b'VFID3475',157.2952065,22.775738,b'PGC166105',False,1.2891955,False,False,False,7.9204,1.1009,81.5135,984.5736,10.291588808646027,True,False,0.22,10.0,
b'VFID3476',210.2043495,22.7636917,b'SDSSJ140049.06+224549.1',False,0.42343813,False,False,False,59.4975,466.8357,14.1024,21971.0859,0.2370250850876087,True,False,0.57,,
b'VFID3477',153.38156550000002,22.7375523,b'NGC3162',False,300.8407,False,False,True,9.4462,0.0406,8.5465,0.0485,0.9047553513582182,False,True,0.83,4.5,12.867027233168312
b'VFID3478',255.3734505,22.7311831,b'SDSSJ170129.62+224352.4',False,1.7626613,False,False,False,8.3019,3877.0032,18.0431,116.3428,2.173369951456895,True,False,0.01,-5.0,
b'VFID3479',210.57449400000002,22.7264453,b'SDSSJ140217.88+224335.4',False,0.1606715,False,False,False,1.7876,0.1323,34.1604,1701.9601,19.10964421570821,True,False,0.51,10.0,
b'VFID3480',153.2199525,22.7220076,b'PGC029756',False,13.060168,False,False,False,3.2195,0.0349,3.6588,2.6926,1.1364497592793912,False,False,0.44,2.9,
b'VFID3481',125.92080600000001,22.7198445,b'SDSSJ082340.95+224311.1',False,-1.639599,False,False,False,3.8026,3.4591,31.3344,265.9728,8.240256666491348,True,False,0.97,,
b'VFID3482',182.800014,22.7050393,b'PGC1674681',False,0.97830147,False,False,False,2.2091,0.0731,78.056,1871.9011,35.33384636277217,False,False,0.23,8.0,
b'VFID3483',124.814109,22.7039411,b'SDSSJ081915.38+224214.1',False,6.4070435,False,False,False,2.3453,0.0989,3.4307,0.6849,1.462797936298128,False,False,0.82,10.0,
b'VFID3484',154.8301695,22.7016289,b'PGC2806870',False,0.016175982,False,False,False,2.1636,0.0897,0.0349,8.3608,0.01613052320207062,True,False,0.6,10.0,
b'VFID3485',125.59636950000001,22.6968472,b'PGC1674543',False,6.6027966,False,False,False,2.1337,0.1217,52.8953,1504.3538,24.790411023105403,True,False,0.86,-5.0,11.888731333105042
b'VFID3486',193.41859988785583,22.6901575895242,b' ',False,-1.3990012,False,False,False,63.0045,0.0,333.4561,53458816.0,5.292575927116317,True,False,0.95,0.0,
b'VFID3487',124.44167399999999,22.6781047,b'SDSSJ081746.00+224041.0',False,-1.1486714,False,False,False,1.3873,0.2432,197.8469,866224.375,142.61291717725078,True,False,0.61,10.0,
b'VFID3488',123.01219800000001,22.6741477,b'SDSSJ081202.89+224026.6',False,-0.048310567,False,False,False,3.7613,0.1499,5.5673,1.0279,1.4801531385425253,False,False,0.52,10.0,
b'VFID3489',125.79697350000001,22.6646066,b'UGC04375',False,86.65599,False,False,True,9.6312,0.0266,10.3435,0.0699,1.0739575546141706,False,True,0.63,5.3,11.887155226309673
b'VFID3490',125.871489,22.6502273,b'PGC213481',False,0.6069052,False,False,False,2.1158,0.0598,25.2816,17.3186,11.948955477833444,True,False,0.26,10.0,
b'VFID3491',122.661384,22.6499909,b'SDSSJ081038.74+223860.0',False,1.1271132,False,False,False,2.3634,0.0855,0.0117,0.0123,0.0049504950495049506,True,False,0.55,10.0,
b'VFID3492',198.4219965,22.6256646,b'PGC086687',False,21.00931,False,False,False,4.2212,0.0249,3.7009,0.1552,0.8767412110300389,False,False,0.18,6.0,12.355870333999883
b'VFID3493',125.57029200000001,22.6089268,b'PGC2806866',False,0.21434204,True,False,False,2.9469,0.1035,6.2062,194.8677,2.1060097051138484,True,False,0.59,8.7,
b'VFID3494',154.94521650000002,22.5948413,b'UGC05575',False,3.4562075,False,False,False,6.0258,0.1018,34.5541,258.2847,5.734358923296491,False,False,0.42,9.7,
b'VFID3495',183.09326249999998,22.5914363,b'SDSSJ121222.40+223529.1',False,0.78899556,False,False,False,2.2252,0.0447,0.007729,4.217,0.003473395649829229,True,False,0.86,10.0,
b'VFID3496',207.3066075,22.5898626,b'PGC1672707',False,4.405026,False,False,False,1.5078,0.0459,27.9556,517.7742,18.54065525931821,False,False,0.79,10.0,
b'VFID3497',187.01169299999998,22.5878602,b'UGC07584',False,4.265729,False,False,False,5.5279,0.2395,44.419,3719.3386,8.03542032236473,True,False,0.67,8.3,
b'VFID3498',157.0872255,22.5707774,b'UGC05672',False,11.447961,True,False,False,8.9451,0.0647,4.7158,0.8067,0.5271936590982772,False,False,0.29,5.5,
b'VFID3499',214.55930099999998,22.5571116,b'PGC1672146',False,0.7121036,False,False,False,0.011,5.3545,112.8531,114.9889,10259.372727272728,True,False,0.44,10.0,
b'VFID3500',125.68107300000001,22.5530479,b'NGC2577',False,44.50623,False,False,False,4.2385,0.0108,2.3925,0.3758,0.5644685619912705,True,False,0.54,-2.9,11.887155226309673
b'VFID3501',256.296441,22.5403458,b'SDSSJ170511.15+223225.1',False,1.9203528,False,False,False,1.7979,0.0961,0.0,0.0,0.0,False,False,0.35,10.0,
b'VFID3502',184.3918065,22.5402618,b'UGC07321',False,27.901962,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,6.5,
b'VFID3503',122.44654731223235,22.46356988405764,b' ',True,5.1549997,False,False,False,1.7093,0.0367,1.0907,1.7397,0.6380974667992746,False,False,0.64,0.0,
b'VFID3504',122.44965900000001,22.4583441,b'SDSSJ080947.91+222730.1',True,2.9901152,False,False,False,5.2176,1.0909,5.8579,26.875,1.1227192578963507,False,False,0.21,7.0,
b'VFID3505',206.5623975,22.4582292,b'PGC1670258',False,0.6627476,False,False,False,0.0141,3491.7356,33.5453,41851.7266,2379.099290780142,True,False,0.92,10.0,
b'VFID3506',154.928793,22.4524644,b'UGC05574',False,11.926646,False,False,False,5.8942,0.0591,5.6746,0.6587,0.9627430355264498,False,False,0.25,5.9,
b'VFID3507',209.541246,22.440557,b'AGC239146',False,2.077146,False,False,False,0.3107,0.3349,4.9589,29.9266,15.960411972964275,True,False,0.57,,
b'VFID3508',124.48669199999999,22.4360546,b'PGC023262',False,15.536023,False,False,True,5.0511,0.0658,0.01,5.099,0.0019797667834729068,True,False,0.24,10.0,
b'VFID3509',193.24626750000002,22.4155153,b'SDSSJ125259.05+222455.8',False,0.47910902,False,False,False,3.861,0.1807,7.702,594.5231,1.9948199948199947,True,False,0.42,9.5,
b'VFID3510',200.192994,22.3949848,b'PGC046578',False,2.151316,False,False,False,1.6548,0.0455,0.0143,34.7016,0.008641527677060673,True,False,0.56,10.0,
b'VFID3511',165.46268550000002,22.3445378,b'PGC033270',False,13.316784,False,False,False,4.3371,0.0304,4.0533,0.4628,0.9345645707961541,False,False,0.46,10.0,
b'VFID3512',252.089766,22.3376489,b'PGC2801030',False,0.3159889,False,False,False,4.2729,0.292,0.0,0.0,0.0,False,False,0.43,9.0,
b'VFID3513',276.4101045,22.3273564,b'UGC11229',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,-0.1,11.79379873595051
b'VFID3514',172.296222,22.2948097,b'PGC1667257',False,4.9021106,False,False,False,3.3254,0.0853,2.793,33.5163,0.8398989595236663,True,False,0.91,7.0,
b'VFID3515',187.0210995,22.2910995,b'PGC086635',False,1.3918453,False,False,False,7.8993,0.22,5.8363,137.8943,0.7388376185231602,True,False,0.58,10.0,
b'VFID3516',125.85032100000001,22.2667799,b'PGC1666700',False,-0.20772435,False,False,False,2.5957,0.0562,42.7515,1638.4546,16.470123666063106,True,False,0.39,-2.0,
b'VFID3517',191.656677,22.2465097,b'SDSSJ124637.60+221446.8',False,2.7778318,False,False,False,1.5237,0.1776,1.3441,63.7726,0.8821290280238893,True,False,0.62,10.0,
b'VFID3518',122.94835649999999,22.192918,b'PGC1665309',False,7.9580297,False,False,False,0.9226,0.0283,0.01,50.31,0.010838933448948623,True,False,0.86,-5.0,
b'VFID3519',154.32321,22.1609786,b'SDSSJ101717.58+220939.3',False,-0.08864066,False,False,False,4.6279,2.0272,98.2557,4242.4658,21.231163162557532,False,False,0.67,10.0,
b'VFID3520',154.765,22.15194,b' ',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,0.0,12.814696607383876
b'VFID3521',173.02759500000002,22.1253742,b'PGC1664006',False,2.6408048,False,False,False,1.9911,0.1099,0.01,0.001324,0.005022349455075084,True,False,0.51,10.0,
b'VFID3522',153.590532,22.1248447,b'UGC05524',False,16.393042,False,False,False,9.7005,0.1025,7.4499,0.9184,0.7679913406525437,False,False,0.17,5.9,
b'VFID3523',157.986279,22.096957,b'SDSSJ103156.68+220549.4',False,0.8312751,False,False,False,4.5862,1.4967,6.6861,52.5309,1.4578736208625878,True,False,0.32,10.0,
b'VFID3524',110.59390350000001,22.0832995,b'NGC2365',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,1.0,11.964155387013962
b'VFID3525',211.668867,22.0700986,b'UGC09024',False,6.360216,False,False,False,14.119,6.9361,16.0616,1.8736,1.1375876478504143,True,False,0.66,-1.0,
b'VFID3526',136.020195,22.0615457,b'PGC025458',False,13.305285,False,False,True,3.3238,0.0205,2.8649,0.2475,0.8619351344846261,False,True,0.56,3.8,
b'VFID3527',200.196543,22.0379632,b'SDSSJ132047.16+220216.5',False,0.46414408,False,False,False,2.585,1.4747,5.866,471.9988,2.269245647969052,True,False,0.72,10.0,
b'VFID3528',125.1959145,22.0268835,b'SDSSJ082047.00+220136.8',False,-0.33314508,False,False,False,4.5765,1.4644,42.826,23398.0137,9.357806183764886,True,False,0.57,10.0,
b'VFID3529',152.63664450000002,22.011076,b'PGC139255',False,4.3348184,False,False,False,24.9397,46.1265,174.9506,4879.605,7.014944045036629,True,False,0.67,-5.0,
b'VFID3530',189.2559735,22.008703,b'SDSSJ123701.44+220031.0',False,-0.87569654,False,False,False,1.3585,0.1314,5.0973,22053.3691,3.7521531100478467,True,False,0.81,10.0,
b'VFID3531',209.7307815,21.9884832,b'UGC08899',False,7.8830557,False,False,False,5.4418,0.0954,5.3879,1.4495,0.9900951890918447,False,False,0.3,4.0,
b'VFID3532',125.75127,21.9685638,b'PGC142948',False,3.3834612,False,False,False,2.4098,0.1634,27.6708,72.2145,11.482612664951448,False,False,0.58,-5.0,
b'VFID3533',136.0019565,21.9676443,b'NGC2738',False,513.9426,False,False,True,3.9725,0.012,3.4805,0.0173,0.8761485210824418,False,True,0.56,3.9,11.991293359113925
b'VFID3534',171.49917,21.9642225,b'SDSSJ112559.79+215751.3',False,-0.092417926,False,False,False,1.9971,0.1048,0.0139,26582256.0,0.00696009213359371,True,False,0.59,10.0,
b'VFID3535',134.76889649999998,21.9269207,b'PGC1660087',False,2.00716,False,False,False,2.13,0.0997,0.0,0.0,0.0,False,False,0.36,10.0,
b'VFID3536',192.4035705,21.918177,b'SDSSJ124936.90+215505.7',False,1.0374477,False,False,False,1.6398,0.1183,37.7785,2800.6819,23.038480302475914,True,False,0.64,10.0,
b'VFID3537',250.23453,21.9178621,b'PGC2801028',False,-0.80937546,False,False,False,1.9933,1.098,5.7275,143.0916,2.873375808960016,True,False,0.47,10.0,
b'VFID3538',135.99882,21.9065759,b'NGC2737',False,13.176748,False,True,False,2.5851,0.0143,1.8718,0.2882,0.7240725697265096,False,False,0.4,2.0,11.882853282497909
b'VFID3539',237.751815,21.8942995,b'SDSSJ155100.49+215339.0',False,1.8117876,False,False,False,6.8753,1.32,121.9521,614.3735,17.73771326342123,False,False,0.54,10.0,
b'VFID3540',154.6036815,21.8940033,b'NGC3193',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,-4.8,12.820751089699279
b'VFID3541',169.25314649999999,21.8932453,b'SDSSJ111700.75+215335.6',False,0.66014,False,False,False,1.2136,0.3128,81.7577,5972.5337,67.36791364535267,True,False,0.61,10.0,
b'VFID3542',253.3275945,21.892699,b'SDSSJ165318.78+215334.1',False,7.1319113,False,False,False,2.9082,0.0528,15.5628,377.6506,5.351351351351351,True,False,0.81,10.0,
b'VFID3543',135.847119,21.8901665,b'SDSSJ090323.30+215324.6',False,-0.40745735,False,False,False,1.1066,0.1363,9.7066,116.2389,8.771552503162841,False,False,0.74,,
b'VFID3544',252.893082,21.8900052,b'UGC10588',False,0.8861303,False,False,False,3.9389,0.2672,2.0105,83.8441,0.5104216913351444,True,False,0.46,4.4,
b'VFID3545',159.2334735,21.8821114,b'NGC3301',False,47.666805,False,False,False,5.9913,0.0211,7.6727,1.6033,1.280640261712817,True,False,0.47,-0.4,12.108417804873376
b'VFID3546',154.4493525,21.8733281,b'NGC3187',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,5.0,12.772017358545003
b'VFID3547',237.172131,21.8695246,b'UGC10043',True,398.20743,False,True,True,4.0859,0.0133,4.8508,0.0123,1.1872047774052228,False,False,0.24,4.2,11.795686738091181
b'VFID3548',135.942594,21.8609446,b'PGC213563',False,0.2542781,False,False,False,2.6567,0.2811,141.9541,9899.0918,53.43249143674484,True,False,0.39,10.0,
b'VFID3549',237.21737099999999,21.8548533,b'PGC056100',True,4.6899376,False,False,False,4.0957,0.149,0.004758,35.34,0.00116170617965183,True,False,0.76,9.1,
b'VFID3550',269.7529485,21.8480842,b'PGC2801038',False,-5.0444627,False,False,False,4.6665,1.7635,88.8324,1289044864.0,19.036194149791065,True,False,0.67,10.0,
b'VFID3551',154.5260505,21.8326815,b'NGC3190',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,0.9,12.529181540239174
b'VFID3552',237.31938,21.8313643,b'PGC056121',False,22.581314,False,False,False,6.2852,0.4442,4.5747,0.2813,0.7278527334054605,False,False,0.52,7.4,
b'VFID3553',214.68064049999998,21.8175844,b'UGC09164',False,45.886997,False,False,True,2.1233,0.0941,1.087,0.4671,0.5119389629350539,True,False,0.8,8.7,
b'VFID3554',154.3471275,21.7994985,b'PGC086788',False,1.7498587,False,False,False,4.0519,1.3727,304.8781,15213.3672,75.24324391026433,False,False,0.68,10.0,
b'VFID3555',198.23315250000002,21.789573,b'UGC08291',False,1.138418,False,True,False,3.9936,0.1216,57.9575,1324.9606,14.512595152243591,False,False,0.88,9.8,
b'VFID3556',214.7083965,21.7650837,b'PGC1656782',False,1.0548929,False,False,False,160.4802,1005.1418,41.041,1300.4885,0.2557387141840551,True,False,0.68,10.0,
b'VFID3557',237.2310615,21.7591581,b'PGC1656651',False,5.2574477,False,False,False,3.6115,0.478,10.0021,216.8545,2.7695140523328257,True,False,0.51,10.0,
b'VFID3558',192.94149299999998,21.7339085,b'PGC086644',False,2.6268132,False,False,False,120.1292,171.0904,9.6344,1.4394,0.08020031765798823,False,False,0.45,9.5,
b'VFID3559',142.6665,21.723528,b'NGC2903:[IHS2009]HI1',False,0.1138351,False,False,False,1.6698,0.0,377.6749,6064.0039,226.17972212240986,False,False,0.51,10.0,
b'VFID3560',197.33681099999998,21.7157195,b'SDSSJ130920.83+214256.0',False,-0.9961897,False,False,False,2.6937,0.1586,0.0151,0.0023,0.005605672495081115,True,False,0.3,8.0,
b'VFID3561',154.41070050000002,21.6883195,b'NGC3185',False,172.21912,False,True,True,11.2343,0.1295,29.061,9.3741,2.5868100371184677,True,False,0.6,1.2,12.521921190426774
b'VFID3562',161.1517875,21.6662474,b'PGC032049',False,6.8658047,False,False,False,4.3912,0.0399,3.6839,0.5003,0.8389278557114227,False,False,0.54,0.0,
b'VFID3563',166.8528285,21.6571108,b'UGC06176',False,189.70244,False,True,False,1.8909,0.0152,0.01,0.6242,0.005288486963879634,True,False,0.73,-1.8,11.563154809547525
b'VFID3564',158.697075,21.6482708,b'NGC3287',False,134.79814,False,False,True,11.5366,0.0264,9.6802,0.0237,0.8390860392143266,False,True,0.35,7.6,
b'VFID3565',271.15005,21.637501,b'UGC11105',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,7.8,12.015321957209528
b'VFID3566',193.0881,21.6298008,b'UGC08011',False,3.787139,False,False,False,12.4078,0.3741,4.6526,39.9029,0.37497380679894904,True,False,0.45,9.9,
b'VFID3567',136.34144400000002,21.6227561,b'PGC086667',False,3.1646364,True,True,False,3.8881,0.1738,2.1087,0.9862,0.5423471618528329,False,False,0.74,9.7,
b'VFID3568',160.1027985,21.6186555,b'UGC05805',False,5.9923296,False,False,False,6.579,0.0977,5.7615,17.4194,0.8757409940720474,True,False,0.65,8.0,
b'VFID3569',139.87647299999998,21.6035357,b'PGC086669',False,-2.3488693,False,False,False,8.8231,8.5537,0.0117,13.7104,0.0013260645351407102,True,False,0.63,10.0,
b'VFID3570',158.341773,21.5947363,b'SDSSJ103321.99+213540.9',False,0.036443494,False,False,False,4.2109,1.5946,3972.4854,4827068109946880.0,943.381557386782,True,False,0.59,,
b'VFID3571',197.95495350000002,21.5889293,b'SDSSJ131149.19+213519.9',False,0.25982052,False,False,False,0.9549,0.1261,0.0418,0.0864,0.043774217195517856,True,False,0.67,10.0,
b'VFID3572',197.6011515,21.5758141,b'PGC086688',False,12.084573,False,False,False,4.4062,0.0513,4.9658,0.4488,1.1270028596069175,False,False,0.22,6.5,
b'VFID3573',252.008586,21.5584757,b'PGC1652518',False,-0.40495065,False,False,False,1.6932,0.1255,6282.0537,0.0,3710.1663713678245,True,False,0.78,9.5,
b'VFID3574',248.6062125,21.5408868,b'NGC6186',False,490.23972,False,False,True,5.81,0.0371,8.8907,0.5527,1.530240963855422,True,False,0.45,1.2,
b'VFID3575',215.90433299999998,21.5245,b'PGC2807205',True,-1.8223943,False,False,False,2.3812,0.0,3.5073,788.9804,1.472912817067025,True,False,0.51,10.0,
b'VFID3576',168.457626,21.5210369,b'UGC06258',False,3.6407127,False,False,False,12.1222,0.2772,11.2286,2.4368,0.92628400785336,False,False,0.27,9.9,
b'VFID3577',215.886333,21.5200278,b'SDSSJ142332.69+213112.1',True,0.07965363,False,False,False,1.9051,0.1847,2.2911,4.5737,1.2026140360086086,False,False,0.66,10.0,
b'VFID3578',143.04205199999998,21.5015656,b'NGC2903',False,0.0,False,False,False,0.0,0.0,0.0,0.0,,False,False,0.0,4.0,
b'VFID3579',143.20335,21.4656744,b'UGC05086',False,-0.3690068,False,False,False,5.1084,0.1178,49.3917,114102.625,9.668722104768618,True,False,0.86,9.800000190734863,
b'VFID3580',179.9558475,21.4488178,b'PGC037802',False,2.177914,False,False,False,68.8476,68.6004,2.0369,0.7016,0.029585635519611433,False,False,0.62,10.0,
b'VFID3581',137.0727015,21.4432902,b'NGC2764',False,546.1286,False,False,False,4.2095,0.0086,3.3441,0.0104,0.7944173892386269,False,False,0.39,-1.7,12.142865107018457
