Week of:,Week Number,World,Data,,,,,,,,Min,Max,Average,Data Points,Observed Variance,Prev 1W Average,Prev 2W Average,Prev 3W Average,Prev 4W Average,Prev 5W Average,Prev 6W Average,Prev 7W Average,Prev 8W Average,Prev 9W Average,Prev 10W Average
,38,552,21,19,20,,,,,,19,21,20,3,2,7,33,,18,,11,,28.16666667,35,
,38,553,28,,,,,,,,28,28,28,1,0,29.5,11,,10.66666667,,4,,10,30,
,38,554,18,16,,,,,,,16,18,17,2,2,13.5,33,,8.166666667,,6,,26.5,29,
,38,555,29,,,,,,,,29,29,29,1,0,31.2,19,,14,,30.5,,31.5,8.333333333,
,38,561 (pvp),,,,,,,,,,,,0,,,12,,13.5,,,,,,29.5
,38,571,,,,,,,,,,,,0,,41.2,30,,19.33333333,,13,,29,24,6
,38,575,42,37,,,,,,,37,42,39.5,2,5,15.25,12,,2,,4,,14,12,
,38,577 (pvp),,,,,,,,,,,,0,,36,,,,,,,,21,
31/Mar/25,39,301,,,,,,,,,,,,0,,38,9.5,,,29,,28,,,13
,39,308,20,,,,,,,,20,20,20,1,0,41,35.75,34,,28.33333333,,8,,35,2
,39,316,39,41,36,,,,,,36,41,38.66666667,3,5,24,30,20,,24.33333333,,9,,6.5,7
,39,326,,,,,,,,,,,,0,,37,26,35.5,,28,,4,,19,26.33333333
,39,335,31,,,,,,,,31,31,31,1,0,31.5,14,29.5,,18,,30.5,,23.5,9
,39,372 (750),,,,,,,,,,,,0,,32.5,14,7.5,,11,,,,,23
,39,379,35,35,,,,,,,35,35,35,2,0,23.5,32,16,,14,,22.5,,31,9
,39,380,26,,,,,,,,26,26,26,1,0,44,35,17,,9.5,,5.5,,36,25
,39,381 (500),,,,,,,,,,,,0,,40,34.5,39,,29,,30.5,,,41
,39,382,32,,,,,,,,32,32,32,1,0,27.66666667,23,20,,21,,4,,18.5,33
,39,383,31,,,,,,,,31,31,31,1,0,36,19,18.5,,12,,10.5,,24,5.2
,39,384,31,,,,,,,,31,31,31,1,0,22,27,8,,22,,15,,16,7
,39,393 (750),,,,,,,,,,,,0,,33,,19.5,,29,,10,,27,30
,39,397,38,32,,,,,,,32,38,35,2,6,25.5,17,16.25,,19,,12,,7.5,17
,39,398,17,18,,,,,,,17,18,17.5,2,1,32.5,32,34,,32.33333333,,20,,28.5,35
,39,399,35,29,,,,,,,29,35,32,2,6,30,29,12,,11.5,,20,,7,24
,39,413 (500),,,,,,,,,,,,0,,20,17.5,38,,27.75,,31,,32,9
,39,414 (750),,,,,,,,,,,,0,,31,19,8,,22,,8,,19,
,39,417,35,,,,,,,,35,35,35,1,0,29.5,38,28,,18.5,,5.666666667,,9.5,41
,39,418,,,,,,,,,,,,0,,21,18.66666667,10.5,,27.66666667,,3.5,,7,10.5
,39,419 (500),,,,,,,,,,,,0,,42,32,33,,7.5,,,,,42
,39,427 (500),33,,,,,,,,33,33,33,1,0,42,24,29.2,,8,,29,,27,34
,39,430,45,,,,,,,,45,45,45,1,0,25,8,40,,24.5,,20,,23.5,20
,39,431,36,,,,,,,,36,36,36,1,0,12,5,29,,23.16666667,,27.5,,,14.5
,39,432 (750),,,,,,,,,,,,0,,29,27,40,,17,,,,36,24
,39,433,12,,,,,,,,12,12,12,1,0,36,19.5,28,,9,,3,,15.8,17.66666667
,39,434,39,,,,,,,ic,39,39,39,1,0,17,18,21.5,,22,,15,,27.5,14
,39,435,20,19,,,,,,,19,20,19.5,2,1,41.5,32,10,,14.66666667,,9,,33.5,24
,39,436,32,38,25,,,,,,25,38,31.66666667,3,13,25.5,12.66666667,26.33333333,,22,,16.33333333,,9,19
,39,437,25,,,,,,,,25,25,25,1,0,28,33.33333333,20.33333333,,15,,15,,38.25,36.33333333
,39,451,,,,,,,,,,,,0,,40,17.5,23,,5.333333333,,8,,9.5,22.33333333
,39,452,24,,,,,,,,24,24,24,1,0,16,6,26,,2,,34.66666667,,10,29.33333333
,39,453,,,,,,,,,,,,0,,43,26.66666667,38,,24,,6,,21,37
,39,454,32,46,44,,,,,,32,46,40.66666667,3,14,27,36.2,8.4,,16,,23,,22.66666667,31.33333333
,39,455,,,,,,,,,,,,0,,20.5,15.66666667,11,,22.5,,23.5,,14,23.5
,39,456,,,,,,,,,,,,0,,38.6,7.333333333,28.5,,29,,6.5,,13.5,16
,39,468 (500),23,,,,,,,,23,23,23,1,0,30.5,,39,,29.33333333,,4,,35,9
,39,469,43,36,,,,,,,36,43,39.5,2,7,36.5,7,32.33333333,,4,,16,,11,15.66666667
,39,475,27,,,,,,,,27,27,27,1,0,41,20.5,36.33333333,,32,,10.5,,7,26.8
,39,476,35,36,,,,,,,35,36,35.5,2,1,19,20.75,28,,28,,26.25,,23,23
,39,483,33,29,30,,,,,,29,33,30.66666667,3,4,12,13.66666667,41,,6,,22,,32,15
,39,497,,,,,,,,,,,,0,,32,9.5,28,,23.66666667,,26.5,,11.33333333,31.5
,39,498,25,,,,,,,,25,25,25,1,0,33,8,28.5,,24,,7,,10.5,27.75
,39,499,24,27,,,,,,,24,27,25.5,2,3,26.5,8,37.66666667,,8.666666667,,16,,34,16
,39,500,36,36,,,,,,,36,36,36,2,0,35,17.4,15.5,,23,,14,,14.5,35.66666667
,39,501,8,,,,,,,,8,8,8,1,0,22,21,17,,22,,7.666666667,,31,21.5
,39,530 (750),10,,,,,,,,10,10,10,1,0,36,27,35,,7.666666667,,18,,17,32.5
,39,537,20,,,,,,,,20,20,20,1,0,26,7,26,,15,,5,,22.5,14
,39,544,23,,,,,,,,23,23,23,1,0,40.5,15,42.5,,13.75,,20,,24,22.5
,39,545,21,,,,,,,,21,21,21,1,0,32,36.5,18,,33.16666667,,26,,26.5,24.33333333
,39,546,28,,,,,,,,28,28,28,1,0,20.2,27,41.66666667,,26.4,,9.666666667,,18,28
,39,547,43,,,,,,,,43,43,43,1,0,21,13.5,22,,26,,6,,19,30
,39,552,36,,,,,,,,36,36,36,1,0,20,7,33,,18,,11,,28.16666667,35
,39,553,43,,,,,,,,43,43,43,1,0,28,29.5,11,,10.66666667,,4,,10,30
,39,554,34,,,,,,,,34,34,34,1,0,17,13.5,33,,8.166666667,,6,,26.5,29
,39,555,,,,,,,,,,,,0,,29,31.2,19,,14,,30.5,,31.5,8.333333333
,39,561 (pvp),25,,,,,,,,25,25,25,1,0,,,12,,13.5,,,,,
,39,571,,,,,,,,,,,,0,,,41.2,30,,19.33333333,,13,,29,24
,39,575,37,,,,,,,,37,37,37,1,0,39.5,15.25,12,,2,,4,,14,12
,39,577 (pvp),,,,,,,,,,,,0,,,36,,,,,,,,21
02/Apr/25,40,301,16,,,,,,,,16,16,16,1,0,,38,9.5,,,29,,28,,
,40,308,26,32,32,,,,,,26,32,30,3,6,20,41,35.75,34,,28.33333333,,8,,35
,40,316,33,44,,,,,,,33,44,38.5,2,11,38.66666667,24,30,20,,24.33333333,,9,,6.5
,40,326,19,14,24,,,,,,14,24,19,3,10,,37,26,35.5,,28,,4,,19
,40,335,4,16,,,,,,,4,16,10,2,12,31,31.5,14,29.5,,18,,30.5,,23.5
,40,372 (750),,,,,,,,,,,,0,,,32.5,14,7.5,,11,,,,
,40,379,27,23,23,,,,,,23,27,24.33333333,3,4,35,23.5,32,16,,14,,22.5,,31
,40,380,34,28,,,,,,,28,34,31,2,6,26,44,35,17,,9.5,,5.5,,36
,40,381 (500),,,,,,,,,,,,0,,,40,34.5,39,,29,,30.5,,
,40,382,26,,,,,,,,26,26,26,1,0,32,27.66666667,23,20,,21,,4,,18.5
,40,383,28,28,30,26,,,,,26,30,28,4,4,31,36,19,18.5,,12,,10.5,,24
,40,384,37,28,39,,,,,,28,39,34.66666667,3,11,31,22,27,8,,22,,15,,16
,40,393 (750),35,,,,,,,,35,35,35,1,0,,33,,19.5,,29,,10,,27
,40,397,22,34,,,,,,,22,34,28,2,12,35,25.5,17,16.25,,19,,12,,7.5
,40,398,40,31,28,43,,,,,28,43,35.5,4,15,17.5,32.5,32,34,,32.33333333,,20,,28.5
,40,399,37,33,31,30,,,,,30,37,32.75,4,7,32,30,29,12,,11.5,,20,,7
,40,413 (500),9,,,,,,,,9,9,9,1,0,,20,17.5,38,,27.75,,31,,32
,40,414 (750),,,,,,,,,,,,0,,,31,19,8,,22,,8,,19
,40,417,27,27,15,,,,,,15,27,23,3,12,35,29.5,38,28,,18.5,,5.666666667,,9.5
,40,418,10,,,,,,,,10,10,10,1,0,,21,18.66666667,10.5,,27.66666667,,3.5,,7
,40,419 (500),27,29,28,,,,,,27,29,28,3,2,,42,32,33,,7.5,,,,
,40,427 (500),20,,,,,,,,20,20,20,1,0,33,42,24,29.2,,8,,29,,27
,40,430,27,32,34,,,,,,27,34,31,3,7,45,25,8,40,,24.5,,20,,23.5
,40,431,30,34,,,,,,,30,34,32,2,4,36,12,5,29,,23.16666667,,27.5,,
,40,432 (750),25,,,,,,,,25,25,25,1,0,,29,27,40,,17,,,,36
,40,433,26,32,,,,,,,26,32,29,2,6,12,36,19.5,28,,9,,3,,15.8
,40,434,15,13,23,10,,,,,10,23,15.25,4,13,39,17,18,21.5,,22,,15,,27.5
,40,435,30,,,,,,,,30,30,30,1,0,19.5,41.5,32,10,,14.66666667,,9,,33.5
,40,436,32,,,,,,,,32,32,32,1,0,31.66666667,25.5,12.66666667,26.33333333,,22,,16.33333333,,9
,40,437,11,21,12,,,,,,11,21,14.66666667,3,10,25,28,33.33333333,20.33333333,,15,,15,,38.25
,40,451,36,28,25,,,,,,25,36,29.66666667,3,11,,40,17.5,23,,5.333333333,,8,,9.5
,40,452,13,,,,,,,,13,13,13,1,0,24,16,6,26,,2,,34.66666667,,10
,40,453,27,,,,,,,,27,27,27,1,0,,43,26.66666667,38,,24,,6,,21
,40,454,21,,,,,,,,21,21,21,1,0,40.66666667,27,36.2,8.4,,16,,23,,22.66666667
,40,455,9,,,,,,,,9,9,9,1,0,,20.5,15.66666667,11,,22.5,,23.5,,14
,40,456,9,15,14,,,,,,9,15,12.66666667,3,6,,38.6,7.333333333,28.5,,29,,6.5,,13.5
,40,468 (500),22,,,,,,,,22,22,22,1,0,23,30.5,,39,,29.33333333,,4,,35
,40,469,25,28,32,,,,,,25,32,28.33333333,3,7,39.5,36.5,7,32.33333333,,4,,16,,11
,40,475,7,10,2,,,,,,2,10,6.333333333,3,8,27,41,20.5,36.33333333,,32,,10.5,,7
,40,476,37,33,42,,,,,,33,42,37.33333333,3,9,35.5,19,20.75,28,,28,,26.25,,23
,40,483,10,,,,,,,,10,10,10,1,0,30.66666667,12,13.66666667,41,,6,,22,,32
,40,497,15,10,17,17,10,,,,10,17,13.8,5,7,,32,9.5,28,,23.66666667,,26.5,,11.33333333
,40,498,39,40,34,37,31,,,,31,40,36.2,5,9,25,33,8,28.5,,24,,7,,10.5
,40,499,36,30,,,,,,,30,36,33,2,6,25.5,26.5,8,37.66666667,,8.666666667,,16,,34
,40,500,26,27,19,,,,,,19,27,24,3,8,36,35,17.4,15.5,,23,,14,,14.5
,40,501,24,,,,,,,,24,24,24,1,0,8,22,21,17,,22,,7.666666667,,31
,40,530 (750),,,,,,,,,,,,0,,10,36,27,35,,7.666666667,,18,,17
,40,537,14,25,21,,,,,,14,25,20,3,11,20,26,7,26,,15,,5,,22.5
,40,544,18,9,,,,,,,9,18,13.5,2,9,23,40.5,15,42.5,,13.75,,20,,24
,40,545,27,,,,,,,,27,27,27,1,0,21,32,36.5,18,,33.16666667,,26,,26.5
,40,546,9,18,20,,,,,,9,20,15.66666667,3,11,28,20.2,27,41.66666667,,26.4,,9.666666667,,18
,40,547,13,8,,,,,,,8,13,10.5,2,5,43,21,13.5,22,,26,,6,,19
,40,552,23,30,25,27,,,,,23,30,26.25,4,7,36,20,7,33,,18,,11,,28.16666667
,40,553,16,,,,,,,,16,16,16,1,0,43,28,29.5,11,,10.66666667,,4,,10
,40,554,22,20,,,,,,,20,22,21,2,2,34,17,13.5,33,,8.166666667,,6,,26.5
,40,555,7,13,14,,,,,,7,14,11.33333333,3,7,,29,31.2,19,,14,,30.5,,31.5
,40,561 (pvp),,,,,,,,,,,,0,,25,,,12,,13.5,,,,
,40,571,15,29,,,,,,,15,29,22,2,14,,,41.2,30,,19.33333333,,13,,29
,40,575,28,,,,,,,,28,28,28,1,0,37,39.5,15.25,12,,2,,4,,14
,40,577 (pvp),16,9,,,,,,,9,16,12.5,2,7,,,36,,,,,,,
09/Apr/25,41,301,15,,,,,,,,15,15,15,1,0,16,,38,9.5,,,29,,28,
,41,308,31,,,,,,,,31,31,31,1,0,30,20,41,35.75,34,,28.33333333,,8,
,41,316,18,,,,,,,,18,18,18,1,0,38.5,38.66666667,24,30,20,,24.33333333,,9,
,41,326,7,,,,,,,,7,7,7,1,0,19,,37,26,35.5,,28,,4,
,41,335,32,31,33,32,36,,,,31,36,32.8,5,5,10,31,31.5,14,29.5,,18,,30.5,
,41,372 (750),13,,,,,,,,13,13,13,1,0,,,32.5,14,7.5,,11,,,
,41,379,23,,,,,,,,23,23,23,1,0,24.33333333,35,23.5,32,16,,14,,22.5,
,41,380,20,21,25,,,,,,20,25,22,3,5,31,26,44,35,17,,9.5,,5.5,
,41,381 (500),24,26,33,,,,,,24,33,27.66666667,3,9,,,40,34.5,39,,29,,30.5,
,41,382,32,,,,,,,,32,32,32,1,0,26,32,27.66666667,23,20,,21,,4,
,41,383,35,30,30,,,,,,30,35,31.66666667,3,5,28,31,36,19,18.5,,12,,10.5,
,41,384,6,14,11,,,,,,6,14,10.33333333,3,8,34.66666667,31,22,27,8,,22,,15,
,41,393 (750),32,,,,,,,,32,32,32,1,0,35,,33,,19.5,,29,,10,
,41,397,17,,,,,,,,17,17,17,1,0,28,35,25.5,17,16.25,,19,,12,
,41,398,21,20,16,20,,,,,16,21,19.25,4,5,35.5,17.5,32.5,32,34,,32.33333333,,20,
,41,399,25,30,,,,,,,25,30,27.5,2,5,32.75,32,30,29,12,,11.5,,20,
,41,413 (500),38,39,,,,,,,38,39,38.5,2,1,9,,20,17.5,38,,27.75,,31,
,41,414 (750),39,24,,,,,,,24,39,31.5,2,15,,,31,19,8,,22,,8,
,41,417,24,21,,,,,,,21,24,22.5,2,3,23,35,29.5,38,28,,18.5,,5.666666667,
,41,418,,,,,,,,,,,,0,,10,,21,18.66666667,10.5,,27.66666667,,3.5,
,41,419 (500),36,38,,,,,,,36,38,37,2,2,28,,42,32,33,,7.5,,,
,41,427 (500),17,,,,,,,,17,17,17,1,0,20,33,42,24,29.2,,8,,29,
,41,430,8,6,,,,,,,6,8,7,2,2,31,45,25,8,40,,24.5,,20,
,41,431,18,14,7,11,,,,,7,18,12.5,4,11,32,36,12,5,29,,23.16666667,,27.5,
,41,432 (750),20,10,,,,,,,10,20,15,2,10,25,,29,27,40,,17,,,
,41,433,38,26,,,,,,,26,38,32,2,12,29,12,36,19.5,28,,9,,3,
,41,434,35,36,,,,,,,35,36,35.5,2,1,15.25,39,17,18,21.5,,22,,15,
,41,435,24,29,29,,,,,,24,29,27.33333333,3,5,30,19.5,41.5,32,10,,14.66666667,,9,
,41,436,34,29,27,23,23,,,,23,34,27.2,5,11,32,31.66666667,25.5,12.66666667,26.33333333,,22,,16.33333333,
,41,437,34,36,,,,,,,34,36,35,2,2,14.66666667,25,28,33.33333333,20.33333333,,15,,15,
,41,451,25,,,,,,,,25,25,25,1,0,29.66666667,,40,17.5,23,,5.333333333,,8,
,41,452,19,,,,,,,,19,19,19,1,0,13,24,16,6,26,,2,,34.66666667,
,41,453,31,36,43,,,,,,31,43,36.66666667,3,12,27,,43,26.66666667,38,,24,,6,
,41,454,11,12,,,,,,,11,12,11.5,2,1,21,40.66666667,27,36.2,8.4,,16,,23,
,41,455,28,31,27,30,31,,,,27,31,29.4,5,4,9,,20.5,15.66666667,11,,22.5,,23.5,
,41,456,36,33,,,,,,,33,36,34.5,2,3,12.66666667,,38.6,7.333333333,28.5,,29,,6.5,
,41,468 (500),0,,,,,,,,0,0,0,0,0,22,23,30.5,,39,,29.33333333,,4,
,41,469,2,,,,,,,,2,2,2,1,0,28.33333333,39.5,36.5,7,32.33333333,,4,,16,
,41,475,19,11,,,,,,,11,19,15,2,8,6.333333333,27,41,20.5,36.33333333,,32,,10.5,
,41,476,13,,,,,,,,13,13,13,1,0,37.33333333,35.5,19,20.75,28,,28,,26.25,
,41,483,10,18,,,,,,,10,18,14,2,8,10,30.66666667,12,13.66666667,41,,6,,22,
,41,497,16,17,18,16,,,,,16,18,16.75,4,2,13.8,,32,9.5,28,,23.66666667,,26.5,
,41,498,19,24,,,,,,,19,24,21.5,2,5,36.2,25,33,8,28.5,,24,,7,
,41,499,32,38,,,,,,,32,38,35,2,6,33,25.5,26.5,8,37.66666667,,8.666666667,,16,
,41,500,17,9,,,,,,,9,17,13,2,8,24,36,35,17.4,15.5,,23,,14,
,41,501,18,20,,,,,,,18,20,19,2,2,24,8,22,21,17,,22,,7.666666667,
,41,530 (750),7,,,,,,,,7,7,7,1,0,,10,36,27,35,,7.666666667,,18,
,41,537,6,6,,,,,,,6,6,6,2,0,20,20,26,7,26,,15,,5,
,41,544,16,13,,,,,,,13,16,14.5,2,3,13.5,23,40.5,15,42.5,,13.75,,20,
,41,545,14,,,,,,,,14,14,14,1,0,27,21,32,36.5,18,,33.16666667,,26,
,41,546,15,2,3,10,10,,,,2,15,8,5,13,15.66666667,28,20.2,27,41.66666667,,26.4,,9.666666667,
,41,547,30,30,18,,,,,,18,30,26,3,12,10.5,43,21,13.5,22,,26,,6,
,41,552,33,27,,,,,,,27,33,30,2,6,26.25,36,20,7,33,,18,,11,
,41,553,26,36,27,35,27,37,,,26,37,31.33333333,6,11,16,43,28,29.5,11,,10.66666667,,4,
,41,554,8,6,,,,,,,6,8,7,2,2,21,34,17,13.5,33,,8.166666667,,6,
,41,555,10,7,14,16,,,,,7,16,11.75,4,9,11.33333333,,29,31.2,19,,14,,30.5,
,41,561 (pvp),,,,,,,,,,,,0,,,25,,,12,,13.5,,,
,41,571,19,,,,,,,,19,19,19,1,0,22,,,41.2,30,,19.33333333,,13,
,41,575,28,24,,,,,,,24,28,26,2,4,28,37,39.5,15.25,12,,2,,4,
,41,577 (pvp),,,,,,,,,,,,0,,12.5,,,36,,,,,,
16/Apr/25,42,301,32,,,,,,,,32,32,32,1,0,15,16,,38,9.5,,,29,,28
,42,308,30,30,20,,,,,,20,30,26.66666667,3,10,31,30,20,41,35.75,34,,28.33333333,,8
,42,316,18,23,,,,,,,18,23,20.5,2,5,18,38.5,38.66666667,24,30,20,,24.33333333,,9
,42,326,21,9,,,,,,,9,21,15,2,12,7,19,,37,26,35.5,,28,,4
,42,335,36,40,38,,,,,,36,40,38,3,4,32.8,10,31,31.5,14,29.5,,18,,30.5
,42,372 (750),26,24,,,,,,,24,26,25,2,2,13,,,32.5,14,7.5,,11,,
,42,379,38,34,25,27,,,,,25,38,31,4,13,23,24.33333333,35,23.5,32,16,,14,,22.5
,42,380,39,39,38,33,44,39,,,33,44,38.66666667,6,11,22,31,26,44,35,17,,9.5,,5.5
,42,381 (500),32,37,33,,,,,,32,37,34,3,5,27.66666667,,,40,34.5,39,,29,,30.5
,42,382,42,38,39,40,,,,,38,42,39.75,4,4,32,26,32,27.66666667,23,20,,21,,4
,42,383,34,,,,,,,,34,34,34,1,0,31.66666667,28,31,36,19,18.5,,12,,10.5
,42,384,31,29,,,,,,,29,31,30,2,2,10.33333333,34.66666667,31,22,27,8,,22,,15
,42,393 (750),41,,,,,,,,41,41,41,1,0,32,35,,33,,19.5,,29,,10
,42,397,20,33,,,,,,,20,33,26.5,2,13,17,28,35,25.5,17,16.25,,19,,12
,42,398,19,30,,,,,,,19,30,24.5,2,11,19.25,35.5,17.5,32.5,32,34,,32.33333333,,20
,42,399,40,,,,,,,,40,40,40,1,0,27.5,32.75,32,30,29,12,,11.5,,20
,42,413 (500),38,39,41,,,,,,38,41,39.33333333,3,3,38.5,9,,20,17.5,38,,27.75,,31
,42,414 (750),25,30,,,,,,,25,30,27.5,2,5,31.5,,,31,19,8,,22,,8
,42,417,34,,,,,,,,34,34,34,1,0,22.5,23,35,29.5,38,28,,18.5,,5.666666667
,42,418,30,36,23,26,,,,,23,36,28.75,4,13,,10,,21,18.66666667,10.5,,27.66666667,,3.5
,42,419 (500),24,,,,,,,,24,24,24,1,0,37,28,,42,32,33,,7.5,,
,42,427 (500),11,16,,,,,,,11,16,13.5,2,5,17,20,33,42,24,29.2,,8,,29
,42,430,32,24,24,,,,,,24,32,26.66666667,3,8,7,31,45,25,8,40,,24.5,,20
,42,431,29,27,28,24,,,,,24,29,27,4,5,12.5,32,36,12,5,29,,23.16666667,,27.5
,42,432 (750),24,,,,,,,,24,24,24,1,0,15,25,,29,27,40,,17,,
,42,433,7,,,,,,,,7,7,7,1,0,32,29,12,36,19.5,28,,9,,3
,42,434,24,35,32,,,,,,24,35,30.33333333,3,11,35.5,15.25,39,17,18,21.5,,22,,15
,42,435,36,37,33,,,,,,33,37,35.33333333,3,4,27.33333333,30,19.5,41.5,32,10,,14.66666667,,9
,42,436,12,15,,,,,,,12,15,13.5,2,3,27.2,32,31.66666667,25.5,12.66666667,26.33333333,,22,,16.33333333
,42,437,27,17,,,,,,,17,27,22,2,10,35,14.66666667,25,28,33.33333333,20.33333333,,15,,15
,42,451,18,16,,,,,,,16,18,17,2,2,25,29.66666667,,40,17.5,23,,5.333333333,,8
,42,452,33,26,,,,,,,26,33,29.5,2,7,19,13,24,16,6,26,,2,,34.66666667
,42,453,16,18,18,,,,,,16,18,17.33333333,3,2,36.66666667,27,,43,26.66666667,38,,24,,6
,42,454,41,34,,,,,,,34,41,37.5,2,7,11.5,21,40.66666667,27,36.2,8.4,,16,,23
,42,455,25,28,23,,,,,,23,28,25.33333333,3,5,29.4,9,,20.5,15.66666667,11,,22.5,,23.5
,42,456,8,10,9,5,,,,,5,10,8,4,5,34.5,12.66666667,,38.6,7.333333333,28.5,,29,,6.5
,42,468 (500),32,26,,,,,,,26,32,29,2,6,0,22,23,30.5,,39,,29.33333333,,4
,42,469,28,15,30,,,,,,15,30,24.33333333,3,15,2,28.33333333,39.5,36.5,7,32.33333333,,4,,16
,42,475,44,48,,,,,,,44,48,46,2,4,15,6.333333333,27,41,20.5,36.33333333,,32,,10.5
,42,476,35,43,32,30,34,43,32,42,30,43,36.375,8,13,13,37.33333333,35.5,19,20.75,28,,28,,26.25
,42,483,23,27,33,,,,,,23,33,27.66666667,3,10,14,10,30.66666667,12,13.66666667,41,,6,,22
,42,497,14,,,,,,,,14,14,14,1,0,16.75,13.8,,32,9.5,28,,23.66666667,,26.5
,42,498,35,28,,,,,,,28,35,31.5,2,7,21.5,36.2,25,33,8,28.5,,24,,7
,42,499,6,20,22,,,,,,6,22,16,3,16,35,33,25.5,26.5,8,37.66666667,,8.666666667,,16
,42,500,21,10,21,,,,,,10,21,17.33333333,3,11,13,24,36,35,17.4,15.5,,23,,14
,42,501,21,29,31,32,22,23,,,21,32,26.33333333,6,11,19,24,8,22,21,17,,22,,7.666666667
,42,530 (750),7,17,,,,,,,7,17,12,2,10,7,,10,36,27,35,,7.666666667,,18
,42,537,24,25,,,,,,,24,25,24.5,2,1,6,20,20,26,7,26,,15,,5
,42,544,13,26,15,,,,,,13,26,18,3,13,14.5,13.5,23,40.5,15,42.5,,13.75,,20
,42,545,22,,,,,,,,22,22,22,1,0,14,27,21,32,36.5,18,,33.16666667,,26
,42,546,15,14,24,,,,,,14,24,17.66666667,3,10,8,15.66666667,28,20.2,27,41.66666667,,26.4,,9.666666667
,42,547,7,21,,,,,,,7,21,14,2,14,26,10.5,43,21,13.5,22,,26,,6
,42,552,29,36,25,28,,,,,25,36,29.5,4,11,30,26.25,36,20,7,33,,18,,11
,42,553,31,28,33,28,26,,,,26,33,29.2,5,7,31.33333333,16,43,28,29.5,11,,10.66666667,,4
,42,554,28,20,25,34,34,,,,20,34,28.2,5,14,7,21,34,17,13.5,33,,8.166666667,,6
,42,555,4,19,,,,,,,4,19,11.5,2,15,11.75,11.33333333,,29,31.2,19,,14,,30.5
,42,561 (pvp),,,,,,,,,,,,0,,,,25,,,12,,13.5,,
,42,571,40,33,43,,,,,,33,43,38.66666667,3,10,19,22,,,41.2,30,,19.33333333,,13
,42,575,31,35,,,,,,,31,35,33,2,4,26,28,37,39.5,15.25,12,,2,,4
,42,577 (pvp),16,21,,,,,,,16,21,18.5,2,5,,12.5,,,36,,,,,
23/Apr/25,43,301,20,25,,,,,,,20,25,22.5,2,5,32,15,16,,38,9.5,,,29,
,43,308,25,,,,,,,,25,25,25,1,0,26.66666667,31,30,20,41,35.75,34,,28.33333333,
,43,316,19,21,11,,,,,,11,21,17,3,10,20.5,18,38.5,38.66666667,24,30,20,,24.33333333,
,43,326,16,,,,,,,,16,16,16,1,0,15,7,19,,37,26,35.5,,28,
,43,335,14,,,,,,,,14,14,14,1,0,38,32.8,10,31,31.5,14,29.5,,18,
,43,372 (750),12,,,,,,,,12,12,12,1,0,25,13,,,32.5,14,7.5,,11,
,43,379,13,,,,,,,,13,13,13,1,0,31,23,24.33333333,35,23.5,32,16,,14,
,43,380,32,,,,,,,,32,32,32,1,0,38.66666667,22,31,26,44,35,17,,9.5,
,43,381 (500),34,,,,,,,,34,34,34,1,0,34,27.66666667,,,40,34.5,39,,29,
,43,382,16,15,9,11,,,,,9,16,12.75,4,7,39.75,32,26,32,27.66666667,23,20,,21,
,43,383,11,18,,,,,,,11,18,14.5,2,7,34,31.66666667,28,31,36,19,18.5,,12,
,43,384,35,32,38,37,34,,,,32,38,35.2,5,6,30,10.33333333,34.66666667,31,22,27,8,,22,
,43,393 (750),17,,,,,,,,17,17,17,1,0,41,32,35,,33,,19.5,,29,
,43,397,35,36,,,,,,,35,36,35.5,2,1,26.5,17,28,35,25.5,17,16.25,,19,
,43,398,8,19,21,28,21,,,,8,28,19.4,5,20,24.5,19.25,35.5,17.5,32.5,32,34,,32.33333333,
,43,399,12,,,,,,,,12,12,12,1,0,40,27.5,32.75,32,30,29,12,,11.5,
,43,413 (500),14,,,,,,,,14,14,14,1,0,39.33333333,38.5,9,,20,17.5,38,,27.75,
,43,414 (750),40,40,13,37,,,,,13,40,32.5,4,27,27.5,31.5,,,31,19,8,,22,
,43,417,16,,,,,,,,16,16,16,1,0,34,22.5,23,35,29.5,38,28,,18.5,
,43,418,27,27,22,,,,,,22,27,25.33333333,3,5,28.75,,10,,21,18.66666667,10.5,,27.66666667,
,43,419 (500),31,29,,,,,,,29,31,30,2,2,24,37,28,,42,32,33,,7.5,
,43,427 (500),30,26,,,,,,,26,30,28,2,4,13.5,17,20,33,42,24,29.2,,8,
,43,430,18,,,,,,,,18,18,18,1,0,26.66666667,7,31,45,25,8,40,,24.5,
,43,431,39,32,,,,,,,32,39,35.5,2,7,27,12.5,32,36,12,5,29,,23.16666667,
,43,432 (750),,,,,,,,,,,,0,,24,15,25,,29,27,40,,17,
,43,433,19,,,,,,,,19,19,19,1,0,7,32,29,12,36,19.5,28,,9,
,43,434,31,,,,,,,,31,31,31,1,0,30.33333333,35.5,15.25,39,17,18,21.5,,22,
,43,435,19,,,,,,,,19,19,19,1,0,35.33333333,27.33333333,30,19.5,41.5,32,10,,14.66666667,
,43,436,20,20,17,,,,,,17,20,19,3,3,13.5,27.2,32,31.66666667,25.5,12.66666667,26.33333333,,22,
,43,437,7,12,7,,,,,,7,12,8.666666667,3,5,22,35,14.66666667,25,28,33.33333333,20.33333333,,15,
,43,451,22,34,20,22,30,21,22,,20,34,24.42857143,7,14,17,25,29.66666667,,40,17.5,23,,5.333333333,
,43,452,20,28,,,,,,,20,28,24,2,8,29.5,19,13,24,16,6,26,,2,
